instance_id,repo,prior_instance_id,target_instance_id,base_commit,condition_set_complete,resolved_no_memory,resolved_raw,resolved_adp,resolved_memory,eval_status_no_memory,eval_status_raw,eval_status_adp,eval_status_memory,eval_error_no_memory,eval_error_raw,eval_error_adp,eval_error_memory,empty_patch_no_memory,empty_patch_raw,empty_patch_adp,empty_patch_memory,non_empty_patch_no_memory,non_empty_patch_raw,non_empty_patch_adp,non_empty_patch_memory,patch_failed_no_memory,patch_failed_raw,patch_failed_adp,patch_failed_memory,no_patch_eval_no_memory,no_patch_eval_raw,no_patch_eval_adp,no_patch_eval_memory,patch_bytes_no_memory,patch_bytes_raw,patch_bytes_adp,patch_bytes_memory,patch_lines_added_no_memory,patch_lines_added_raw,patch_lines_added_adp,patch_lines_added_memory,patch_lines_deleted_no_memory,patch_lines_deleted_raw,patch_lines_deleted_adp,patch_lines_deleted_memory,patch_files_changed_no_memory,patch_files_changed_raw,patch_files_changed_adp,patch_files_changed_memory,run_exit_code_no_memory,run_exit_code_raw,run_exit_code_adp,run_exit_code_memory,run_status_no_memory,run_status_raw,run_status_adp,run_status_memory,openhands_iterations_no_memory,openhands_iterations_raw,openhands_iterations_adp,openhands_iterations_memory,llm_calls_no_memory,llm_calls_raw,llm_calls_adp,llm_calls_memory,input_tokens_no_memory,input_tokens_raw,input_tokens_adp,input_tokens_memory,output_tokens_no_memory,output_tokens_raw,output_tokens_adp,output_tokens_memory,total_tokens_no_memory,total_tokens_raw,total_tokens_adp,total_tokens_memory,max_turn_tokens_no_memory,max_turn_tokens_raw,max_turn_tokens_adp,max_turn_tokens_memory,wall_seconds_no_memory,wall_seconds_raw,wall_seconds_adp,wall_seconds_memory,prompt_chars_no_memory,prompt_chars_raw,prompt_chars_adp,prompt_chars_memory,prior_context_chars_no_memory,prior_context_chars_raw,prior_context_chars_adp,prior_context_chars_memory,empty_patch_cause_no_memory,empty_patch_cause_raw,empty_patch_cause_adp,empty_patch_cause_memory,notes
scikit-learn__scikit-learn-25635,scikit-learn/scikit-learn,scikit-learn__scikit-learn-25638,scikit-learn__scikit-learn-25635,6adb209acd63825affc884abcd85381f148fb1b0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2914,26801,34428,21961,0,23851,31469,19002,,,,,evaluator outputs not found for this target
scikit-learn__scikit-learn-25637,scikit-learn/scikit-learn,scikit-learn__scikit-learn-25638,scikit-learn__scikit-learn-25637,e3d1f9ac39e4bf0f31430e779acc50fb05fe1b64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2728,26615,34242,21775,0,23851,31469,19002,,,,,evaluator outputs not found for this target
scikit-learn__scikit-learn-25763,scikit-learn/scikit-learn,scikit-learn__scikit-learn-25500,scikit-learn__scikit-learn-25763,4db04923a754b6a2defa1b172f55d492b85d165e,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001,23366,25884,19136,0,21329,23838,17090,,,,,evaluator outputs not found for this target
scikit-learn__scikit-learn-5970,scikit-learn/scikit-learn,scikit-learn__scikit-learn-13241,scikit-learn__scikit-learn-5970,f8b108d0c6f2f82b2dc4e32a6793f9d9ac9cf2f4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3945,17458,21412,15434,0,13477,17422,11444,,,,,evaluator outputs not found for this target
sphinx-doc__sphinx-8127,sphinx-doc/sphinx,sphinx-doc__sphinx-8282,sphinx-doc__sphinx-8127,8954770f677994cfb13d93ea6d08b13db5382e31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17178,41529,48078,32766,0,24315,30855,15543,,,,,evaluator outputs not found for this target
sphinx-doc__sphinx-8588,sphinx-doc/sphinx,sphinx-doc__sphinx-8627,sphinx-doc__sphinx-8588,b237e78f9c233170f271c326bf46b7fb3b103858,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973,53282,66368,20005,0,51273,64350,17987,,,,,evaluator outputs not found for this target
sympy__sympy-11275,sympy/sympy,sympy__sympy-11897,sympy__sympy-11275,af061ed76ec6b64944efc8d51eddfeff60daaa43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909,57132,68326,24218,0,55187,66372,22264,,,,,evaluator outputs not found for this target
sympy__sympy-11286,sympy/sympy,sympy__sympy-11400,sympy__sympy-11286,560b22fd4346d5882af3cff32c259a3af8fab109,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1604,24768,32248,13573,0,23128,30599,11924,,,,,evaluator outputs not found for this target
sympy__sympy-12426,sympy/sympy,sympy__sympy-12419,sympy__sympy-12426,2340de24255dce927b66840f6271431269ba5b93,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1444,52403,63754,25910,0,50923,62265,24421,,,,,evaluator outputs not found for this target
sympy__sympy-12427,sympy/sympy,sympy__sympy-12419,sympy__sympy-12427,d3fcdb72bfcbb560eb45264ac1c03f359436edef,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2987,53946,65297,27453,0,50923,62265,24421,,,,,evaluator outputs not found for this target
sympy__sympy-12950,sympy/sympy,sympy__sympy-13031,sympy__sympy-12950,ace8dce76faf9587f782e7ad873fe8b25545e8d2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2178,27537,35388,19373,0,25323,33165,17150,,,,,evaluator outputs not found for this target
sympy__sympy-13039,sympy/sympy,sympy__sympy-14308,sympy__sympy-13039,fb536869fb7aa28b2695ad7a3b70949926b291c4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1569,38169,48377,22389,0,36564,46763,20775,,,,,evaluator outputs not found for this target
sympy__sympy-15059,sympy/sympy,sympy__sympy-15609,sympy__sympy-15059,e53e809176de9aa0fb62e85689f8cdb669d4cacb,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1487,24169,30374,16182,0,22646,28842,14650,,,,,evaluator outputs not found for this target
sympy__sympy-16342,sympy/sympy,sympy__sympy-16988,sympy__sympy-16342,215b9ee31f3aa5eb31826c904674cb2ff37617ff,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2227,101420,124094,27593,0,99157,121822,25321,,,,,evaluator outputs not found for this target
sympy__sympy-16689,sympy/sympy,sympy__sympy-16792,sympy__sympy-16689,09786a173e7a0a488f46dd6000177c23e5d24eed,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2130,29778,36970,22029,0,27612,34795,19854,,,,,evaluator outputs not found for this target
sympy__sympy-16946,sympy/sympy,sympy__sympy-16988,sympy__sympy-16946,99c6670e65207e879342cb5b1dd11cbffd5cb5ab,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,101093,123767,27266,0,99157,121822,25321,,,,,evaluator outputs not found for this target
sympy__sympy-16953,sympy/sympy,sympy__sympy-16988,sympy__sympy-16953,215b9ee31f3aa5eb31826c904674cb2ff37617ff,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1685,100878,123552,27051,0,99157,121822,25321,,,,,evaluator outputs not found for this target
sympy__sympy-17377,sympy/sympy,sympy__sympy-18199,sympy__sympy-17377,ba80d1e493f21431b4bf729b3e0452cd47eb9566,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3163,38748,46340,21543,0,35549,43132,18335,,,,,evaluator outputs not found for this target
sympy__sympy-18212,sympy/sympy,sympy__sympy-18199,sympy__sympy-18212,ba80d1e493f21431b4bf729b3e0452cd47eb9566,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1577,37162,44754,19957,0,35549,43132,18335,,,,,evaluator outputs not found for this target
sympy__sympy-18715,sympy/sympy,sympy__sympy-23117,sympy__sympy-18715,c5cef2499d6eed024b0db5c792d6ec7c53baa470,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1788,18539,23050,14479,0,16715,21217,12646,,,,,evaluator outputs not found for this target
sympy__sympy-19006,sympy/sympy,sympy__sympy-18057,sympy__sympy-19006,0389684f2e8aac00a8353f49c41bb8b1912f0951,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2891,30425,37404,24421,0,27498,34468,21485,,,,,evaluator outputs not found for this target
sympy__sympy-19235,sympy/sympy,sympy__sympy-14774,sympy__sympy-19235,226b942f0748819d5d2d723b91591fed4975961c,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2523,12225,15675,10781,0,9666,13107,8213,,,,,evaluator outputs not found for this target
sympy__sympy-19484,sympy/sympy,sympy__sympy-19487,sympy__sympy-19484,4fa55af041c632f522e622de4b175f03927a7f95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1546,29724,36117,15474,0,28142,34526,13883,,,,,evaluator outputs not found for this target
sympy__sympy-19558,sympy/sympy,sympy__sympy-19487,sympy__sympy-19558,25fbcce5b1a4c7e3956e6062930f4a44ce95a632,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1498,29676,36069,15426,0,28142,34526,13883,,,,,evaluator outputs not found for this target
sympy__sympy-21203,sympy/sympy,sympy__sympy-21055,sympy__sympy-21203,7ba571cd2151d4975036f61d7745a260933fbbe3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2853,22502,27336,15942,0,19613,24438,13044,,,,,evaluator outputs not found for this target
sympy__sympy-21309,sympy/sympy,sympy__sympy-21055,sympy__sympy-21309,70cd4ffd093ac224fc0226c1be58f9163e2c800a,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2785,22434,27268,15874,0,19613,24438,13044,,,,,evaluator outputs not found for this target
sympy__sympy-23852,sympy/sympy,sympy__sympy-23117,sympy__sympy-23852,c5cef2499d6eed024b0db5c792d6ec7c53baa470,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,19551,24062,15491,0,16715,21217,12646,,,,,evaluator outputs not found for this target
sympy__sympy-26642,sympy/sympy,sympy__sympy-24102,sympy__sympy-26642,58598660a3f6ab3d918781c4988c2e4b2bdd9297,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2335,21921,27785,19456,0,19550,25405,17076,,,,,evaluator outputs not found for this target
sympy__sympy-27868,sympy/sympy,sympy__sympy-24102,sympy__sympy-27868,22fc107a94eaabc4f6eb31470b39db65abb7a394,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4758,24344,30208,21879,0,19550,25405,17076,,,,,evaluator outputs not found for this target
sympy__sympy-8772,sympy/sympy,sympy__sympy-13437,sympy__sympy-8772,674afc619d7f5c519b6a5393a8b0532a131e57e0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1444,32923,39316,19001,0,31443,37827,17512,,,,,evaluator outputs not found for this target
sympy__sympy-9123,sympy/sympy,sympy__sympy-12236,sympy__sympy-9123,d60497958f6dea7f5e25bc41e9107a6a63694d01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1554,23525,29286,16284,0,21935,27687,14685,,,,,evaluator outputs not found for this target
sympy__sympy-9384,sympy/sympy,sympy__sympy-21055,sympy__sympy-9384,70cd4ffd093ac224fc0226c1be58f9163e2c800a,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1626,21275,26109,14715,0,19613,24438,13044,,,,,evaluator outputs not found for this target
