instance_id,condition,resolved,non_empty_patch,empty_patch,run_status,wall_seconds,llm_calls,iterations,input_tokens,output_tokens,total_tokens,max_turn_tokens,num_bash_commands,num_grep_commands,num_find_commands,num_rg_commands,num_pytest_commands,num_test_commands,num_file_reads,num_file_writes,num_file_edits,num_apply_patch_attempts,num_git_diff_commands,num_git_status_commands,first_file_read,first_file_edited,all_files_read,all_files_edited,all_commands_run,mentions_prior_context_bool,mentions_prior_file_paths_bool,mentions_prior_failure_signature_bool,ran_tests_bool,tests_passed_observed_bool,tests_failed_observed_bool,last_test_failure_signature,last_runtime_error_signature,timeout_bool,tool_error_count,model_empty_message_count,security_risk_unknown_count
scikit-learn__scikit-learn-25578,memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scikit-learn__scikit-learn-25634,no_memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scikit-learn__scikit-learn-25634,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scikit-learn__scikit-learn-25634,adp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scikit-learn__scikit-learn-25634,memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scikit-learn__scikit-learn-25635,no_memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scikit-learn__scikit-learn-25635,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scikit-learn__scikit-learn-25635,adp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scikit-learn__scikit-learn-25635,memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scikit-learn__scikit-learn-25637,no_memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scikit-learn__scikit-learn-25637,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scikit-learn__scikit-learn-25637,adp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scikit-learn__scikit-learn-25637,memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scikit-learn__scikit-learn-25763,no_memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scikit-learn__scikit-learn-25763,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scikit-learn__scikit-learn-25763,adp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scikit-learn__scikit-learn-25763,memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scikit-learn__scikit-learn-5970,no_memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scikit-learn__scikit-learn-5970,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scikit-learn__scikit-learn-5970,adp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scikit-learn__scikit-learn-5970,memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sphinx-doc__sphinx-8127,no_memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sphinx-doc__sphinx-8127,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sphinx-doc__sphinx-8127,adp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sphinx-doc__sphinx-8127,memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sphinx-doc__sphinx-8588,no_memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sphinx-doc__sphinx-8588,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sphinx-doc__sphinx-8588,adp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sphinx-doc__sphinx-8588,memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-11275,no_memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-11275,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-11275,adp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-11275,memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-11286,no_memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-11286,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-11286,adp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-11286,memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-12426,no_memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-12426,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-12426,adp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-12426,memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-12427,no_memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-12427,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-12427,adp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-12427,memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-12950,no_memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-12950,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-12950,adp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-12950,memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-13039,no_memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-13039,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-13039,adp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-13039,memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-15059,no_memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-15059,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-15059,adp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-15059,memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-16342,no_memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-16342,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-16342,adp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-16342,memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-16689,no_memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-16689,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-16689,adp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-16689,memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-16946,no_memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-16946,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-16946,adp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-16946,memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-16953,no_memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-16953,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-16953,adp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-16953,memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-17377,no_memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-17377,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-17377,adp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-17377,memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-18212,no_memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-18212,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-18212,adp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-18212,memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-18715,no_memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-18715,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-18715,adp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-18715,memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-19006,no_memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-19006,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-19006,adp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-19006,memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-19235,no_memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-19235,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-19235,adp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-19235,memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-19484,no_memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-19484,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-19484,adp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-19484,memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-19558,no_memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-19558,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-19558,adp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-19558,memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-21203,no_memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-21203,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-21203,adp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-21203,memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-21309,no_memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-21309,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-21309,adp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-21309,memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-23852,no_memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-23852,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-23852,adp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-23852,memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-26642,no_memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-26642,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-26642,adp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-26642,memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-27868,no_memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-27868,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-27868,adp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-27868,memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-8772,no_memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-8772,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-8772,adp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-8772,memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-9123,no_memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-9123,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-9123,adp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-9123,memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-9384,no_memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-9384,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-9384,adp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sympy__sympy-9384,memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
