instance_id,condition,prior_failure_signature_excerpt,run_failure_signature_excerpt,target_failure_signature_excerpt,reused_prior_failure_signature_bool,reproduced_target_failure_bool,resolved,supporting_run_artifact
pallets__flask-4039,adp,"print(f""PASS: Got expected ValueError: {e}"")|SyntaxError: invalid syntax|Traceback (most recent call last):|ImportError: No module named markupsafe|ImportError: No module named flask|# Test 1: Blueprint with dot should raise ValueError|print('FAIL: Expected ValueError')|except ValueError as e:|print('PASS: Got expected ValueError -', str(e))|except Exception as e:","382 def app_errorhandler(self, code: t.Union[t.Type[Exception], int]) -> t.Callable|644 self, code_or_exception: t.Union[t.Type[Exception], int] | 646 """"""Register a function to handle errors by code or exception class. | 655 You can also register handlers for arbitrary exceptions:: | 658 def special_exception_handler(error): | 659 return 'Database connection failed', 500 | 667 One can now additiona...|134 #: status code for ``HTTPException``, or ``None`` for | 135 #: other exceptions. The innermost dictionary maps exception | 145 t.Dict[t.Optional[int], t.Dict[t.Type[Exception], ErrorHandlerCallable]], | 177 #: request even if an exception is raised, in the format|1255 def _find_error_handler(self, e: Exception) -> t.Optional[ErrorHandlerCallable]: | 1256 """"""Return a registered error handler for an exception in this order: | 1258 blueprint handler for an exception class, app handler for an exception | 1277 def handle_http_exception( | 1278 self, e: HTTPException | 1279 ) -> t...|1052 raise TypeError( | 1085 raise AssertionError(|517 def app_errorhandler(self, code: t.Union[t.Type[Exception], int]) -> t.Callable|@ui.errorhandler(Exception) | raise Exception(""this is an unhandled exception from the ui"") | @api.errorhandler(Exception) | raise Exception(""this is an unhandled exception from the api"") | print(""/nFAIL: Error handlers were not called!"")|[2026-05-30 10:51:31,725] ERROR in app: Exception on /ui/ [GET] | Traceback (most recent call last): | rv = self.handle_user_exception(e) | raise Exception(""this is an unhandled exception from the ui"") | Exception: this is an unhandled exception from the ui | [2026-05-30 10:51:31,728] ERROR in app: Exception on /api...|1490 pre and postprocessing as well as HTTP exception catching and | 1501 except Exception as e: | 1502 rv = self.handle_user_exception(e) | 1507 rv: t.Union[ResponseReturnValue, HTTPException]|1347: def handle_user_exception(","@ui.errorhandler(Exception)|raise Exception(""this is an unhandled exception from the ui"")|@api.errorhandler(Exception)|raise Exception(""this is an unhandled exception from the api"")|[2021-05-13 13:14:48,849] ERROR in app: Exception on /api/ [GET]|Traceback (most recent call last):|rv = self.handle_user_exception(e)|Exception: this is an unhandled exception from the api",1,1,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/pallets__flask-4039/adp
pallets__flask-4039,memory,"# Test 1: Blueprint with dot should raise ValueError|print('FAIL: Expected ValueError')|except ValueError as e:|print('PASS: Got expected ValueError -', str(e))|except Exception as e:|print('FAIL:|print('FAIL: Validation logic failed')|print('FAIL: Validation logic false positive')|- Traceback (most recent call last):|- ImportError: No module named markupsafe","382 def app_errorhandler(self, code: t.Union[t.Type[Exception], int]) -> t.Callable|644 self, code_or_exception: t.Union[t.Type[Exception], int] | 646 """"""Register a function to handle errors by code or exception class. | 655 You can also register handlers for arbitrary exceptions:: | 658 def special_exception_handler(error): | 659 return 'Database connection failed', 500 | 667 One can now additiona...|1255 def _find_error_handler(self, e: Exception) -> t.Optional[ErrorHandlerCallable]: | 1256 """"""Return a registered error handler for an exception in this order: | 1258 blueprint handler for an exception class, app handler for an exception | 1277 def handle_http_exception( | 1278 self, e: HTTPException | 1279 ) -> t...|49 class MyDecoratorException(Exception): | 52 class MyFunctionException(Exception): | 57 @blue.errorhandler(MyDecoratorException) | 58 def my_decorator_exception_handler(e): | 59 assert isinstance(e, MyDecoratorException) | 62 def my_function_exception_handler(e): | 63 assert isinstance(e, MyFunctionException) | 66...|@ui.errorhandler(Exception) | raise Exception(""this is an unhandled exception from the ui"") | @api.errorhandler(Exception) | raise Exception(""this is an unhandled exception from the api"")|[2026-05-30 11:44:43,355] ERROR in app: Exception on /ui/ [GET] | Traceback (most recent call last): | rv = self.handle_user_exception(e) | raise Exception(""this is an unhandled exception from the ui"") | Exception: this is an unhandled exception from the ui | [2026-05-30 11:44:43,357] ERROR in app: Exception on /api...|@ui.errorhandler(Exception) | @api.errorhandler(Exception)|Value: {None: {<class 'Exception'>: <function ui_error_handler at 0x7f54a1a819d0>}} | Value: {None: {<class 'Exception'>: <function api_error_handler at 0x7f54a1a81b80>}}|from types import TracebackType | from werkzeug.exceptions import BadRequest | from werkzeug.exceptions import BadRequestKeyError | from werkzeug.exceptions import HTTPException | from werkzeug.exceptions import InternalServerError | from werkzeug.routing import RoutingException | from .signals import got_request_ex...|Data: b'this is an unhandled exception from the ui' | Data: b'{""error"":""this is an unhandled exception from the api""}\n'","@ui.errorhandler(Exception)|raise Exception(""this is an unhandled exception from the ui"")|@api.errorhandler(Exception)|raise Exception(""this is an unhandled exception from the api"")|[2021-05-13 13:14:48,849] ERROR in app: Exception on /api/ [GET]|Traceback (most recent call last):|rv = self.handle_user_exception(e)|Exception: this is an unhandled exception from the api",1,1,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/pallets__flask-4039/memory
psf__requests-2344,no_memory,,"requests/exceptions.py|21 from requests.exceptions import (ConnectionError, ConnectTimeout, | 32 except ImportError: | 137 assert r.status_code == 200, 'failed for scheme {0}'.format(scheme) | 262 with pytest.raises(TypeError): | 270 with pytest.raises(ValueError): | 299 with pytest.raises(TypeError): | 307 except requests.exceptions.Time...|requests/packages/urllib3/response.py:6:from .exceptions import ProtocolError, DecodeError, ReadTimeoutError | requests/packages/urllib3/exceptions.py:46:class DecodeError(HTTPError): | requests/packages/urllib3/exceptions.py:131:class LocationParseError(LocationValueError): | requests/packages/urllib3/util/url.py:3...|661 except AttributeError:|3 from ..exceptions import LocationParseError|3a2eaa6 A get with an invalid port should wrap urllib3's LocationParseError exception with our own.|31 from .exceptions import InvalidURL | 80 except KeyError: | 111 except (ImportError, AttributeError): | 132 ValueError: need more than 1 value to unpack | 140 raise ValueError('cannot encode objects that are not 2-tuples') | 156 ValueError: cannot encode objects that are not 2-tuples. | 162 raise ValueError('canno...|791: except UnicodeDecodeError:|22 from .packages.urllib3.exceptions import ( | 24 from .exceptions import ( | 25 HTTPError, RequestException, MissingSchema, InvalidURL|Here's the result of running `cat -n` on /testbed/requests/exceptions.py: | 4 requests.exceptions | 7 This module contains the set of Requests' exceptions. | 10 from .packages.urllib3.exceptions import HTTPError as BaseHTTPError | 13 class RequestException(IOError): | 14 """"""There was an ambiguous exception that occu...","test_requests.py, I got an error in test_session_pickling which resulted in a TypeError. I'm not sure of the reason for the TypeError but I have commented out that test.",0,0,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/psf__requests-2344/no_memory
psf__requests-2344,raw,"urllib3 exceptions passing through requests API|I don't know if it's a design goal of requests to hide urllib3's exceptions and wrap them around requests.exceptions types.|If it is, I have at least two of them passing through that I have to catch in addition to requests' exceptions. They are requests.packages.urllib3.exceptions.DecodeError and requests.packages.urllib3.exceptions.Timeou...|requests/exceptions.py|file_path"": ""./swebench_9_15/testbed/requests/exceptions.py|file_path"": ""./swebench_9_15/testbed/requests/packages/urllib3/exceptions.py|4→requests.exceptions|7→This module contains the set of Requests' exceptions.|10→from .packages.urllib3.exceptions import HTTPError as BaseHTTPError|13→class RequestException(IOError):","requests/exceptions.py|22 from .packages.urllib3.exceptions import ConnectTimeoutError | 23 from .packages.urllib3.exceptions import HTTPError as _HTTPError | 24 from .packages.urllib3.exceptions import MaxRetryError | 25 from .packages.urllib3.exceptions import ProxyError as _ProxyError | 26 from .packages.urllib3.exceptions import Proto...|Here's the result of running `cat -n` on /testbed/requests/exceptions.py: | 4 requests.exceptions | 7 This module contains the set of Requests' exceptions. | 10 from .packages.urllib3.exceptions import HTTPError as BaseHTTPError | 13 class RequestException(IOError): | 14 """"""There was an ambiguous exception that occu...|22 from .packages.urllib3.exceptions import ( | 24 from .exceptions import ( | 25 HTTPError, RequestException, MissingSchema, InvalidURL, | 112 raise ValueError(""Files must be provided."") | 114 raise ValueError(""Data must not be a string."") | 167 raise ValueError('Unsupported event specified, with event name ""%s""' %...|requests/packages/urllib3/exceptions.py|Here's the result of running `cat -n` on /testbed/requests/packages/urllib3/exceptions.py: | 2 ## Base Exceptions | 4 class HTTPError(Exception): | 5 ""Base exception used by this module."" | 15 ""Base exception for errors caused within a pool."" | 26 ""Base exception for PoolErrors that have associated URLs."" | 60 ## Le...|requests/models.py:791: except UnicodeDecodeError|requests/packages/urllib3/exceptions.py:131:class LocationParseError(LocationValueError): | /testbed/requests/packages/urllib3/util/url.py:3:from ..exceptions import LocationParseError|366 except UnicodeError:|347 # `data` etc to work around exceptions from `url_parse`, which | 366 except UnicodeError:","test_requests.py, I got an error in test_session_pickling which resulted in a TypeError. I'm not sure of the reason for the TypeError but I have commented out that test.",1,1,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/psf__requests-2344/raw
psf__requests-2344,adp,"urllib3 exceptions passing through requests API|I don't know if it's a design goal of requests to hide urllib3's exceptions and wrap them around requests.exceptions types.|If it is, I have at least two of them passing through that I have to catch in addition to requests' exceptions. They are requests.packages.urllib3.exceptions.DecodeError and requests.packages.urllib3.exceptions.Timeou...|requests/exceptions.py|path: requests/exceptions.py|file_path"": ""./swebench_9_15/testbed/requests/exceptions.py|4→requests.exceptions|7→This module contains the set of Requests' exceptions.|10→from .packages.urllib3.exceptions import HTTPError as BaseHTTPError|13→class RequestException(IOError):","requests/exceptions.py|22 from .packages.urllib3.exceptions import ConnectTimeoutError | 23 from .packages.urllib3.exceptions import HTTPError as _HTTPError | 24 from .packages.urllib3.exceptions import MaxRetryError | 25 from .packages.urllib3.exceptions import ProxyError as _ProxyError | 26 from .packages.urllib3.exceptions import Proto...|Here's the result of running `cat -n` on /testbed/requests/exceptions.py: | 4 requests.exceptions | 7 This module contains the set of Requests' exceptions. | 10 from .packages.urllib3.exceptions import HTTPError as BaseHTTPError | 13 class RequestException(IOError): | 14 """"""There was an ambiguous exception that occu...|22 from .packages.urllib3.exceptions import ( | 24 from .exceptions import ( | 25 HTTPError, RequestException, MissingSchema, InvalidURL, | 112 raise ValueError(""Files must be provided."") | 114 raise ValueError(""Data must not be a string."") | 167 raise ValueError('Unsupported event specified, with event name ""%s""' %...|requests/models.py:791: except UnicodeDecodeError|661 except AttributeError:|requests/packages/urllib3/exceptions.py|Here's the result of running `cat -n` on /testbed/requests/packages/urllib3/exceptions.py: | 2 ## Base Exceptions | 4 class HTTPError(Exception): | 5 ""Base exception used by this module."" | 15 ""Base exception for errors caused within a pool."" | 26 ""Base exception for PoolErrors that have associated URLs."" | 60 ## Le...|407 # Then, reraise so that we can handle the actual exception.|(<class 'requests.packages.urllib3.exceptions.HTTPError'>,)","test_requests.py, I got an error in test_session_pickling which resulted in a TypeError. I'm not sure of the reason for the TypeError but I have commented out that test.",1,1,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/psf__requests-2344/adp
psf__requests-2344,memory,"urllib3 exceptions passing through requests API|I don't know if it's a design goal of requests to hide urllib3's exceptions and wrap them around requests.exceptions types.|If it is, I have at least two of them passing through that I have to catch in addition to requests' exceptions. They are requests.packages.urllib3.exceptions.DecodeError and requests.packages.urllib3.exceptions.Timeou...|- requests/exceptions.py [Read: 1]|- requests/packages/urllib3/exceptions.py [Read: 1]|- Traceback (most recent call last):|- ImportError: cannot import name mock|- ImportError: No module named mock|- ImportError: No module named requests.packages.urllib3.exceptions|requests/exceptions.py","requests/exceptions.py|22 from .packages.urllib3.exceptions import ConnectTimeoutError | 23 from .packages.urllib3.exceptions import HTTPError as _HTTPError | 24 from .packages.urllib3.exceptions import MaxRetryError | 25 from .packages.urllib3.exceptions import ProxyError as _ProxyError | 26 from .packages.urllib3.exceptions import Proto...|22 from .packages.urllib3.exceptions import ( | 24 from .exceptions import ( | 25 HTTPError, RequestException, MissingSchema, InvalidURL, | 112 raise ValueError(""Files must be provided."") | 114 raise ValueError(""Data must not be a string."") | 167 raise ValueError('Unsupported event specified, with event name ""%s""' %...|Here's the result of running `cat -n` on /testbed/requests/exceptions.py: | 4 requests.exceptions | 7 This module contains the set of Requests' exceptions. | 10 from .packages.urllib3.exceptions import HTTPError as BaseHTTPError | 13 class RequestException(IOError): | 14 """"""There was an ambiguous exception that occu...|21 from requests.exceptions import (ConnectionError, ConnectTimeout, | 32 except ImportError: | 137 assert r.status_code == 200, 'failed for scheme {0}'.format(scheme) | 262 with pytest.raises(TypeError): | 270 with pytest.raises(ValueError): | 299 with pytest.raises(TypeError): | 307 except requests.exceptions.Time...|requests/packages/urllib3/exceptions.py|Here's the result of running `cat -n` on /testbed/requests/packages/urllib3/exceptions.py: | 2 ## Base Exceptions | 4 class HTTPError(Exception): | 5 ""Base exception used by this module."" | 15 ""Base exception for errors caused within a pool."" | 26 ""Base exception for PoolErrors that have associated URLs."" | 60 ## Le...|requests/packages/urllib3/response.py:6:from .exceptions import ProtocolError, DecodeError, ReadTimeoutError | /testbed/requests/packages/urllib3/exceptions.py:46:class DecodeError(HTTPError): | /testbed/requests/models.py:791: except UnicodeDecodeError|661 except AttributeError:|29 from .packages.urllib3.exceptions import ResponseError | 30 from .packages.urllib3.exceptions import DecodeError | 32 from .exceptions import (ConnectionError, ConnectTimeout, ReadTimeout, SSLError, | from .packages.urllib3.exceptions import ConnectTimeoutError | from .packages.urllib3.exceptions import HTTPError...","test_requests.py, I got an error in test_session_pickling which resulted in a TypeError. I'm not sure of the reason for the TypeError but I have commented out that test.",1,1,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/psf__requests-2344/memory
psf__requests-3359,no_memory,,"requests/exceptions.py|23 from .packages.urllib3.exceptions import ( | 25 from .exceptions import ( | 114 raise ValueError(""Files must be provided."") | 116 raise ValueError(""Data must not be a string."") | 169 raise ValueError('Unsupported event specified, with event name ""%s""' % (event)) | 184 except ValueError: | 271 raise TypeError(""chu...|702 raise TypeError(""chunk_size must be an int, it is instead a %s."" % type(chunk_size))|1065 except requests.exceptions.HTTPError as e: | 1068 raise AssertionError('Expected an HTTPError but it was not raised') | 1073 raise a TypeError. | 1087 with pytest.raises(TypeError)|343 # `data` etc to work around exceptions from `url_parse`, which | 367 except UnicodeError:|797 except (LookupError, TypeError): | 801 # A TypeError can be raised if encoding is None|29 from .exceptions import InvalidURL, InvalidHeader, FileModeWarning|from .exceptions import InvalidURL, InvalidHeader, FileModeWarning | except KeyError: | except (ImportError, AttributeError): | ValueError: need more than 1 value to unpack | raise ValueError('cannot encode objects that are not 2-tuples') | ValueError: cannot encode objects that are not 2-tuples. | raise ValueError(...",,0,0,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/psf__requests-3359/no_memory
psf__requests-3359,raw,"requests/exceptions.py|784→ except (LookupError, TypeError):|788→ # A TypeError can be raised if encoding is None|SyntaxError: invalid syntax|Traceback (most recent call last):|AttributeError: 'NoneType' object has no attribute 'read'|7→except ImportError:|12→except ImportError:|26→except (ImportError, SyntaxError):|ImportError: No module named pytest","requests/exceptions.py|23 from .packages.urllib3.exceptions import ( | 25 from .exceptions import ( | 114 raise ValueError(""Files must be provided."") | 116 raise ValueError(""Data must not be a string."") | 169 raise ValueError('Unsupported event specified, with event name ""%s""' % (event)) | 184 except ValueError: | 271 raise TypeError(""chu...|702 raise TypeError(""chunk_size must be an int, it is instead a %s."" % type(chunk_size))|from .exceptions import InvalidURL, InvalidHeader, FileModeWarning | except KeyError: | except (ImportError, AttributeError): | ValueError: need more than 1 value to unpack | raise ValueError('cannot encode objects that are not 2-tuples') | ValueError: cannot encode objects that are not 2-tuples. | raise ValueError(...|ERROR: usage: __main__.py [options] [file_or_dir] [file_or_dir] [...] | __main__.py: error: unrecognized arguments: --timeout=30|E TypeError: object of type 'MarkDecorator' has no len() | ERROR tests/test_utils.py::TestSuperLen - TypeError: object of type 'MarkDeco...|ERROR: not found: /testbed/tests/test_requests.py::TestRequests::test_response_chunk_size_int | ERROR: not found: /testbed/tests/test_requests.py::TestRequests::test_response_iter_lines_delim | ERROR: not found: /testbed/tests/test_requests.py::TestRequests::test_response_iter_lines_none | ERROR: not found: /testbed...|from requests.exceptions import ( | except ImportError: | except AttributeError: | 'exception, url', ( | def test_invalid_url(self, exception, url): | with pytest.raises(exception): | assert r.status_code == 200, 'failed for scheme {0}'.format(scheme) | 'url, exception', ( | def test_errors(self, url, exception): | ...",,1,1,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/psf__requests-3359/raw
psf__requests-3359,adp,"requests/exceptions.py|784→ except (LookupError, TypeError):|788→ # A TypeError can be raised if encoding is None|SyntaxError: invalid syntax|Traceback (most recent call last):|AttributeError: 'NoneType' object has no attribute 'read'|7→except ImportError:|12→except ImportError:|26→except (ImportError, SyntaxError):|ImportError: No module named pytest","requests/exceptions.py|23 from .packages.urllib3.exceptions import ( | 25 from .exceptions import ( | 114 raise ValueError(""Files must be provided."") | 116 raise ValueError(""Data must not be a string."") | 169 raise ValueError('Unsupported event specified, with event name ""%s""' % (event)) | 184 except ValueError: | 271 raise TypeError(""chu...|29 from .exceptions import InvalidURL, InvalidHeader, FileModeWarning | 106 except KeyError: | 142 except (ImportError, AttributeError): | 164 ValueError: need more than 1 value to unpack | 174 raise ValueError('cannot encode objects that are not 2-tuples') | 190 ValueError: cannot encode objects that are not 2-tupl...|639 except HTTPError:|702 raise TypeError(""chunk_size must be an int, it is instead a %s."" % type(chunk_size))|754 raise RuntimeError( | 762 except AttributeError:|797 except (LookupError, TypeError): | 801 # A TypeError can be raised if encoding is None|from .exceptions import InvalidURL, InvalidHeader, FileModeWarning | except KeyError: | except (ImportError, AttributeError): | ValueError: need more than 1 value to unpack | raise ValueError('cannot encode objects that are not 2-tuples') | ValueError: cannot encode objects that are not 2-tuples. | raise ValueError(...|assert all(isinstance(chunk, str) for chunk in chunks), 'Test 1 failed' | assert all(isinstance(chunk, str) for chunk in chunks), 'Test 2 failed' | assert all(isinstance(chunk, str) for chunk in chunks), 'Test 3 failed' | assert all(isinstance(chunk, str) for chunk in chunks), 'Test 4 failed'",,1,1,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/psf__requests-3359/adp
psf__requests-3359,memory,"- Traceback (most recent call last):|- ImportError: No module named pytest|requests/exceptions.py|784→ except (LookupError, TypeError):|SyntaxError: invalid syntax|Traceback (most recent call last):|AttributeError: 'NoneType' object has no attribute 'read'|7→except ImportError:|12→except ImportError:|26→except (ImportError, SyntaxError):","requests/exceptions.py|23 from .packages.urllib3.exceptions import ( | 25 from .exceptions import ( | 114 raise ValueError(""Files must be provided."") | 116 raise ValueError(""Data must not be a string."") | 169 raise ValueError('Unsupported event specified, with event name ""%s""' % (event)) | 184 except ValueError: | 271 raise TypeError(""chu...|639 except HTTPError:|702 raise TypeError(""chunk_size must be an int, it is instead a %s."" % type(chunk_size))|343 # `data` etc to work around exceptions from `url_parse`, which | 367 except UnicodeError:|413 # Raise exception on invalid header value.|754 raise RuntimeError( | 762 except AttributeError: | 797 except (LookupError, TypeError): | 801 # A TypeError can be raised if encoding is None|Traceback (most recent call last): | AssertionError: Expected str, got <class 'bytes'>|29 from .exceptions import InvalidURL, InvalidHeader, FileModeWarning",,1,1,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/psf__requests-3359/memory
psf__requests-3481,no_memory,,"requests/exceptions.py|29 from .exceptions import InvalidURL, InvalidHeader, FileModeWarning | 106 except KeyError: | 142 except (ImportError, AttributeError): | 164 ValueError: need more than 1 value to unpack | 174 raise ValueError('cannot encode objects that are not 2-tuples') | 190 ValueError: cannot encode objects that are not 2-tupl...|702 raise TypeError(""chunk_size must be an int, it is instead a %s."" % type(chunk_size))|requests/packages/urllib3/exceptions.py|452 except ValueError:|1065 except requests.exceptions.HTTPError as e: | 1068 raise AssertionError('Expected an HTTPError but it was not raised') | 1073 raise a TypeError. | 1087 with pytest.raises(TypeError)|201 ""failed to decode it."" % content_encoding, e) | 222 Catch low-level python exceptions, instead re-raising urllib3 | 223 variants, so that low-level exceptions are not leaked in the|222 Catch low-level python exceptions, instead re-raising urllib3 | 223 variants, so that low-level exceptions are not leaked in the | 248 except (HTTPException, SocketError) as e: | 252 # If no exception is thrown, we should avoid cleaning up|24 from .packages.urllib3.exceptions import ClosedPoolError | 25 from .packages.urllib3.exceptions import ConnectTimeoutError | 26 from .packages.urllib3.exceptions import HTTPError as _HTTPError | 27 from .packages.urllib3.exceptions import MaxRetryError | 28 from .packages.urllib3.exceptions import NewConnectionEr...|cb4c2c0b Fix TypeError when get json-encoded content of a response | 2f553935 Fixes an issue #128: ``Response not working with lxml''. This error happend due to lxml's attempt to do .geturl() call on the response object. __getattr__ didn't raise AttributeError so ``response.geturl'' returned None and ``response.getu...",With `requests==2.11.0` I get `AttributeError: 'NoneType' object has no attribute 'readline'` when trying to use `iter_lines` with `decode_unicode=True` on a streamed response.|Traceback (most recent call last):|AttributeError: 'NoneType' object has no attribute 'readline',0,0,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/psf__requests-3481/no_memory
psf__requests-3481,raw,"requests/exceptions.py|784→ except (LookupError, TypeError):|788→ # A TypeError can be raised if encoding is None|SyntaxError: invalid syntax|Traceback (most recent call last):|AttributeError: 'NoneType' object has no attribute 'read'|7→except ImportError:|12→except ImportError:|26→except (ImportError, SyntaxError):|ImportError: No module named pytest","requests/exceptions.py|23 from .packages.urllib3.exceptions import ( | 25 from .exceptions import ( | 114 raise ValueError(""Files must be provided."") | 116 raise ValueError(""Data must not be a string."") | 169 raise ValueError('Unsupported event specified, with event name ""%s""' % (event)) | 184 except ValueError: | 271 raise TypeError(""chu...|702 raise TypeError(""chunk_size must be an int, it is instead a %s."" % type(chunk_size))|Traceback (most recent call last): | ImportError: cannot import name 'text_type'|from .exceptions import InvalidURL, InvalidHeader, FileModeWarning | except KeyError: | except (ImportError, AttributeError): | ValueError: need more than 1 value to unpack | raise ValueError('cannot encode objects that are not 2-tuples') | ValueError: cannot encode objects that are not 2-tuples. | raise ValueError(...|assert all(isinstance(chunk, str) for chunk in chunks), 'Test 1 failed' | assert all(isinstance(chunk, str) for chunk in chunks), 'Test 2 failed' | assert all(isinstance(chunk, str) for chunk in chunks), 'Test 3 failed: got %s' % [type(c) for c in chunks] | assert all(isinstance(chunk, bytes) for chunk in chunks), '...|E TypeError: object of type 'MarkDecorator' has no len() | ERROR tests/test_utils.py::TestSuperLen - TypeError: object of type 'MarkDeco...|ERROR: not found: /testbed/tests/test_requests.py::TestRequests::test_response_chunk_size_int | ERROR: not found: /testbed/tests/test_requests.py::TestRequests::test_response_iter_content_consumed|ERROR: not found: /testbed/tests/test_requests.py::TestRequests::test_response_content_bytes",With `requests==2.11.0` I get `AttributeError: 'NoneType' object has no attribute 'readline'` when trying to use `iter_lines` with `decode_unicode=True` on a streamed response.|Traceback (most recent call last):|AttributeError: 'NoneType' object has no attribute 'readline',1,1,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/psf__requests-3481/raw
psf__requests-3481,adp,"requests/exceptions.py|784→ except (LookupError, TypeError):|788→ # A TypeError can be raised if encoding is None|SyntaxError: invalid syntax|Traceback (most recent call last):|AttributeError: 'NoneType' object has no attribute 'read'|7→except ImportError:|12→except ImportError:|26→except (ImportError, SyntaxError):|ImportError: No module named pytest","requests/exceptions.py|23 from .packages.urllib3.exceptions import ( | 25 from .exceptions import ( | 114 raise ValueError(""Files must be provided."") | 116 raise ValueError(""Data must not be a string."") | 169 raise ValueError('Unsupported event specified, with event name ""%s""' % (event)) | 184 except ValueError: | 271 raise TypeError(""chu...|29 from .exceptions import InvalidURL, InvalidHeader, FileModeWarning | 106 except KeyError: | 142 except (ImportError, AttributeError): | 164 ValueError: need more than 1 value to unpack | 174 raise ValueError('cannot encode objects that are not 2-tuples') | 190 ValueError: cannot encode objects that are not 2-tupl...|702 raise TypeError(""chunk_size must be an int, it is instead a %s."" % type(chunk_size))|on a streamed response causes an AttributeError. | except Exception as e: | print(""FAIL:"", type(e).__name__, str(e)) | except Exception as e: | print(""FAIL:"", type(e).__name__, str(e)) | except Exception as e: | print(""FAIL:"", type(e).__name__, str(e))|FAIL: AssertionError All lines should be unicode/str type even when encoding is None|797 except (LookupError, TypeError): | 801 # A TypeError can be raised if encoding is None|from .exceptions import InvalidURL, InvalidHeader, FileModeWarning | except KeyError: | except (ImportError, AttributeError): | ValueError: need more than 1 value to unpack | raise ValueError('cannot encode objects that are not 2-tuples') | ValueError: cannot encode objects that are not 2-tuples. | raise ValueError(...|on a streamed response causes an AttributeError. | except Exception as e: | print(""FAIL:"", type(e).__name__, str(e)) | except Exception as e: | print(""FAIL:"", type(e).__name__, str(e)) | except Exception as e: | print(""FAIL:"", type(e).__name__, str(e)) | on a streamed response causes an AttributeError. | except Exce...|E TypeError: object of type 'MarkDecorator' has no len() | ERROR tests/test_utils.py::TestSuperLen - TypeError: object of type 'MarkDeco...",With `requests==2.11.0` I get `AttributeError: 'NoneType' object has no attribute 'readline'` when trying to use `iter_lines` with `decode_unicode=True` on a streamed response.|Traceback (most recent call last):|AttributeError: 'NoneType' object has no attribute 'readline',1,1,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/psf__requests-3481/adp
psf__requests-3481,memory,"- Traceback (most recent call last):|- ImportError: No module named pytest|requests/exceptions.py|784→ except (LookupError, TypeError):|SyntaxError: invalid syntax|Traceback (most recent call last):|AttributeError: 'NoneType' object has no attribute 'read'|7→except ImportError:|12→except ImportError:|26→except (ImportError, SyntaxError):","requests/exceptions.py|23 from .packages.urllib3.exceptions import ( | 25 from .exceptions import ( | 114 raise ValueError(""Files must be provided."") | 116 raise ValueError(""Data must not be a string."") | 169 raise ValueError('Unsupported event specified, with event name ""%s""' % (event)) | 184 except ValueError: | 271 raise TypeError(""chu...|702 raise TypeError(""chunk_size must be an int, it is instead a %s."" % type(chunk_size))",With `requests==2.11.0` I get `AttributeError: 'NoneType' object has no attribute 'readline'` when trying to use `iter_lines` with `decode_unicode=True` on a streamed response.|Traceback (most recent call last):|AttributeError: 'NoneType' object has no attribute 'readline',1,1,0,/home/shashwatsuthar/research/openhands-adp-memory/analysis/contextbench_posthoc/20260606_220027/remote/execution_full_qwen36_65k_fix1_minimal/psf__requests-3481/memory
