instance_id,condition,evidence_mentions_target_gold_file_bool,evidence_mentions_target_gold_dir_bool,evidence_mentions_target_gold_symbol_bool,evidence_mentions_target_failure_signature_bool,evidence_contains_relevant_test_command_bool,evidence_contains_prior_edited_target_gold_file_bool,evidence_contains_prior_inspected_target_gold_file_bool,evidence_overlap_score,target_gold_files,target_gold_dirs,overlapping_symbols,failure_signature_overlap_excerpt
django__django-32260,memory,0,0,1,0,0,0,0,3.0,django/views/debug.py|django/urls/resolvers.py|django/views/generic/base.py|django/contrib/admindocs/utils.py,django/views/generic|django/views|django/contrib/admindocs|django/urls,Description|System,"except Exception as e: || This results in the following exception || SystemCheckError: System check identified some issues: || . The signature variable in this function is expected to match (request, exception) for all handlers except for handler500 which is expected to have only (request). A positional argument, template_name is also present."
django__django-32450,raw,1,1,1,1,0,1,1,15.8,django/db/models/query_utils.py,django/db/models,Description|Traceback|TypeError,"Q(...) & Exists(...) raises a TypeError || Exists(...) & Q(...) works, but Q(...) & Exists(...) raise a TypeError || ""TypeError: cannot pickle"" when applying | operator to a Q object || operator fail:"
django__django-32450,adp,1,1,1,1,0,1,1,15.8,django/db/models/query_utils.py,django/db/models,Description|Traceback|TypeError,"Q(...) & Exists(...) raises a TypeError || Exists(...) & Q(...) works, but Q(...) & Exists(...) raise a TypeError || ""TypeError: cannot pickle"" when applying | operator to a Q object || operator fail:"
django__django-32450,memory,1,1,1,1,0,1,1,15.8,django/db/models/query_utils.py,django/db/models,Description|Traceback|TypeError,"Q(...) & Exists(...) raises a TypeError || Exists(...) & Q(...) works, but Q(...) & Exists(...) raise a TypeError || ""TypeError: cannot pickle"" when applying | operator to a Q object || operator fail:"
django__django-33461,raw,0,0,1,1,1,0,0,6.5,django/views/templates/technical_500.html,django/views/templates,Description|Django|Python|__init__,6→from django.core.exceptions import SuspiciousFileOperation || 14→ Raise ValueError if the final path isn't located inside of the base path || Unescaped HTML rendering in the technical 500 response via SafeString usage in Exception instance's args. || Template.get_exception_info
django__django-33461,adp,0,0,1,1,1,0,0,6.5,django/views/templates/technical_500.html,django/views/templates,Description|Django|Python|__init__,6→from django.core.exceptions import SuspiciousFileOperation || 14→ Raise ValueError if the final path isn't located inside of the base path || Unescaped HTML rendering in the technical 500 response via SafeString usage in Exception instance's args. || Template.get_exception_info
django__django-33461,memory,0,0,1,1,1,0,0,6.5,django/views/templates/technical_500.html,django/views/templates,Description|Django|True|Use,- Traceback (most recent call last): || 6→from django.core.exceptions import SuspiciousFileOperation || Unescaped HTML rendering in the technical 500 response via SafeString usage in Exception instance's args. || Template.get_exception_info
django__django-33871,raw,1,1,1,0,0,0,1,11.2,django/forms/boundfield.py,django/forms,Description|TabularInline,No matches found || django/forms/fields.py-234- except ValidationError
django__django-33871,adp,1,1,1,0,0,0,1,12.0,django/forms/boundfield.py,django/forms,Description|TabularInline,No matches found || django/forms/fields.py-234- except ValidationError
django__django-33871,memory,1,1,1,0,0,0,1,11.0,django/forms/boundfield.py,django/forms,Description|TabularInline,- Traceback (most recent call last): || - FAILED (failures=1)
django__django-34176,raw,1,1,1,1,1,0,1,15.5,django/db/backends/base/features.py|django/db/models/sql/compiler.py|django/db/backends/oracle/features.py|django/db/models/sql/query.py,django/db/backends/base|django/db/backends/oracle|django/db/models/sql,Author|Book|Count|Description|Django|Publisher|Traceback,"django.db.utils.ProgrammingError: column reference ""status"" is ambiguous || (eval):1: no matches found: testbed/setup.* || ERROR: test_aggregate_and_annotate_duplicate_columns (aggregation_regress.tests.AggregationTests) || Traceback (most recent call last):"
django__django-34176,adp,1,1,1,1,1,0,1,15.5,django/db/backends/base/features.py|django/db/models/sql/compiler.py|django/db/backends/oracle/features.py|django/db/models/sql/query.py,django/db/backends/base|django/db/backends/oracle|django/db/models/sql,Author|Book|Count|Description|Django|Publisher,"django.db.utils.ProgrammingError: column reference ""status"" is ambiguous || (eval):1: no matches found: testbed/setup.* || ERROR: test_aggregate_and_annotate_duplicate_columns (aggregation_regress.tests.AggregationTests) || Traceback (most recent call last):"
django__django-34176,memory,1,1,1,1,0,0,1,14.0,django/db/backends/base/features.py|django/db/models/sql/compiler.py|django/db/backends/oracle/features.py|django/db/models/sql/query.py,django/db/backends/base|django/db/backends/oracle|django/db/models/sql,Author|Book|Count|Description|Django|Publisher|Traceback,"django.db.utils.ProgrammingError: column reference ""status"" is ambiguous || - [test] python3 test_issue.py 2>&1 || ERROR: test_aggregate_and_annotate_duplicate_columns (aggregation_regress.tests.AggregationTests) || Traceback (most recent call last):"
django__django-34481,raw,1,1,1,1,1,1,1,17.5,docs/ref/checks.txt|django/contrib/admin/checks.py,docs/ref|django/contrib/admin,But|Choice|Description|During|FieldDoesNotExist|Internal|Question|QuestionAdmin|SafeString|Server|Traceback|_dict|_get_non_gfk_field|_get_response|_render|_request|admin_list|compiled_parent|get_response|list_display|loader_tags|render_annotated|rendered_content|resolved_args|resolved_kwargs|result_list,Internal Server Error: /admin/polls/question/ || Traceback (most recent call last): || and visiting the admin site for the relevant model results in the following error: || TypeError: create_reverse_many_to_one_manager.<locals>.RelatedManager.__call__() missing 1 required keyword-only argument: 'manager
django__django-34481,adp,1,1,1,1,1,1,1,17.5,docs/ref/checks.txt|django/contrib/admin/checks.py,docs/ref|django/contrib/admin,But|Choice|Description|During|FieldDoesNotExist|Internal|Question|QuestionAdmin|SafeString|Server|Traceback|_get_non_gfk_field|_get_response|_render|_request|get_response|list_display|render_annotated|rendered_content,Internal Server Error: /admin/polls/question/ || Traceback (most recent call last): || and visiting the admin site for the relevant model results in the following error: || TypeError: create_reverse_many_to_one_manager.<locals>.RelatedManager.__call__() missing 1 required keyword-only argument: 'manager
django__django-34481,memory,1,1,1,1,0,1,1,15.6,docs/ref/checks.txt|django/contrib/admin/checks.py,docs/ref|django/contrib/admin,But|Choice|Description|During|FieldDoesNotExist|Internal|Question|QuestionAdmin|SafeString|Server|Traceback|_get_non_gfk_field|_get_response|_render|_request|compiled_parent|get_response|list_display|loader_tags|render_annotated|rendered_content,Internal Server Error: /admin/polls/question/ || Traceback (most recent call last): || and visiting the admin site for the relevant model results in the following error: || TypeError: create_reverse_many_to_one_manager.<locals>.RelatedManager.__call__() missing 1 required keyword-only argument: 'manager
django__django-34525,raw,1,1,1,0,1,1,1,15.5,docs/releases/4.2.1.txt|docs/releases/4.2.txt|django/db/migrations/operations/models.py,django/db/migrations/operations|docs/releases,Description|Meta|index_together,"31→ raise TypeError(""app_label must be a str."") || 15→ raise ValueError("
django__django-34525,adp,1,1,1,0,1,1,1,15.5,docs/releases/4.2.1.txt|docs/releases/4.2.txt|django/db/migrations/operations/models.py,django/db/migrations/operations|docs/releases,Description|Meta|index_together,"31→ raise TypeError(""app_label must be a str."") || 15→ raise ValueError("
django__django-34525,memory,1,1,1,0,0,1,1,13.8,docs/releases/4.2.1.txt|docs/releases/4.2.txt|django/db/migrations/operations/models.py,django/db/migrations/operations|docs/releases,Description|Meta|Use|index_together,- Traceback (most recent call last): || - ModuleNotFoundError: No module named 'asgiref'
django__django-34570,raw,1,1,1,1,0,1,1,16.0,django/db/models/sql/query.py|docs/releases/4.2.2.txt,django/db/models/sql|docs/releases,CharField|Description|Model|QuerySet|True|get_select_mask|max_length|on_delete,"1736- raise TypeError(""Cannot call only() after .values() or .values_list()"") || 1740- raise TypeError(""Cannot pass None as an argument to only()."") || QuerySet.defer() raises an AttributeError when the field is ManyToManyField or GenericForeignKey || Traceback from a ManyToManyField:"
django__django-34570,adp,1,1,1,1,0,1,1,16.0,django/db/models/sql/query.py|docs/releases/4.2.2.txt,django/db/models/sql|docs/releases,CharField|Description|Model|QuerySet|True|get_select_mask|max_length|on_delete,"1736- raise TypeError(""Cannot call only() after .values() or .values_list()"") || 1740- raise TypeError(""Cannot pass None as an argument to only()."") || QuerySet.defer() raises an AttributeError when the field is ManyToManyField or GenericForeignKey || Traceback from a ManyToManyField:"
django__django-34570,memory,1,1,1,1,0,1,1,16.0,django/db/models/sql/query.py|docs/releases/4.2.2.txt,django/db/models/sql|docs/releases,CharField|Description|Model|QuerySet|Traceback|True|get_select_mask|max_length|on_delete,"- Traceback (most recent call last): || 1736- raise TypeError(""Cannot call only() after .values() or .values_list()"") || QuerySet.defer() raises an AttributeError when the field is ManyToManyField or GenericForeignKey || Traceback from a ManyToManyField:"
django__django-35356,raw,1,1,1,0,0,1,1,14.0,django/db/models/sql/compiler.py|django/db/models/query_utils.py|django/db/models/sql/query.py,django/db/models|django/db/models/sql,CharField|Description|Django|Model|OneToOneField|max_length|on_delete|related_name|select_related,"1736- raise TypeError(""Cannot call only() after .values() or .values_list()"") || 1740- raise TypeError(""Cannot pass None as an argument to only()."") || It throws the following error: || django.core.exceptions.FieldError: Field Example.source cannot be both deferred and traversed using select_related at the same time."
django__django-35356,adp,1,1,1,0,0,1,1,14.0,django/db/models/sql/compiler.py|django/db/models/query_utils.py|django/db/models/sql/query.py,django/db/models|django/db/models/sql,CharField|Description|Django|Model|OneToOneField|max_length|on_delete|related_name|select_related,"1736- raise TypeError(""Cannot call only() after .values() or .values_list()"") || 1740- raise TypeError(""Cannot pass None as an argument to only()."") || It throws the following error: || django.core.exceptions.FieldError: Field Example.source cannot be both deferred and traversed using select_related at the same time."
django__django-35356,memory,1,1,1,0,0,1,1,14.0,django/db/models/sql/compiler.py|django/db/models/query_utils.py|django/db/models/sql/query.py,django/db/models|django/db/models/sql,CharField|Description|Django|Model|OneToOneField|max_length|on_delete|related_name|select_related,"- Traceback (most recent call last): || 1736- raise TypeError(""Cannot call only() after .values() or .values_list()"") || It throws the following error: || django.core.exceptions.FieldError: Field Example.source cannot be both deferred and traversed using select_related at the same time."
matplotlib__matplotlib-10050,raw,1,1,1,0,0,1,1,13.4,lib/matplotlib/backends/qt_editor/figureoptions.py|doc/api/animation_api.rst|doc/api/api_changes/2017-12-20-TH.rst|lib/matplotlib/legend.py,lib/matplotlib/backends/qt_editor|doc/api/api_changes|lib/matplotlib|doc/api,Legend|get_draggable|set_draggable|use_blit,ERROR: pip's dependency resolver does not currently take into account all the packages that are installed. This behaviour is the source of the following dependency conflicts. || 565→ except AttributeError:
matplotlib__matplotlib-10050,adp,1,1,1,0,0,1,1,13.4,lib/matplotlib/backends/qt_editor/figureoptions.py|doc/api/animation_api.rst|doc/api/api_changes/2017-12-20-TH.rst|lib/matplotlib/legend.py,lib/matplotlib/backends/qt_editor|doc/api/api_changes|lib/matplotlib|doc/api,Legend|get_draggable|set_draggable,ERROR: pip's dependency resolver does not currently take into account all the packages that are installed. This behaviour is the source of the following dependency conflicts. || 565→ except AttributeError:
matplotlib__matplotlib-10050,memory,1,1,1,0,0,1,1,12.9,lib/matplotlib/backends/qt_editor/figureoptions.py|doc/api/animation_api.rst|doc/api/api_changes/2017-12-20-TH.rst|lib/matplotlib/legend.py,lib/matplotlib/backends/qt_editor|doc/api/api_changes|lib/matplotlib|doc/api,Legend|set_draggable|use_blit,"- Traceback (most recent call last): || - ImportError: dlopen(/Applications/ADFRsuite-1.0/lib/python2.7/site-packages/matplotlib/_png.so, 0x0002): Library not loaded: /usr/local/lib/libpng12.0.dylib"
matplotlib__matplotlib-18294,raw,1,1,1,1,1,1,1,17.1,lib/matplotlib/axes/_axes.py|lib/matplotlib/cbook.py,lib/matplotlib|lib/matplotlib/axes,Bug|Code|Jupyter|Matplotlib|Operating|Python|nan,"ax.bar` raises an exception in 3.6.1 when passed only nan data. This irrevocably breaks seaborn's histogram function (which draws and then removes a ""phantom"" bar to trip the color cycle). || ```python-traceback || This is difficult to hide since since the warning is not thrown when the figure is being constructed, but when it is shown. Here's a full traceback to show this || <summary> Full traceback </summary>"
matplotlib__matplotlib-18294,adp,1,1,1,1,1,1,1,17.5,lib/matplotlib/axes/_axes.py|lib/matplotlib/cbook.py,lib/matplotlib|lib/matplotlib/axes,Bug|Code|False|Full|Other,"ax.bar` raises an exception in 3.6.1 when passed only nan data. This irrevocably breaks seaborn's histogram function (which draws and then removes a ""phantom"" bar to trip the color cycle). || ```python-traceback || This is difficult to hide since since the warning is not thrown when the figure is being constructed, but when it is shown. Here's a full traceback to show this || <summary> Full traceback </summary>"
matplotlib__matplotlib-18294,memory,1,1,1,1,1,1,1,16.9,lib/matplotlib/axes/_axes.py|lib/matplotlib/cbook.py,lib/matplotlib|lib/matplotlib/axes,Bug|Code|Jupyter|Matplotlib|Operating|Python|nan,"ax.bar` raises an exception in 3.6.1 when passed only nan data. This irrevocably breaks seaborn's histogram function (which draws and then removes a ""phantom"" bar to trip the color cycle). || ```python-traceback || This is difficult to hide since since the warning is not thrown when the figure is being constructed, but when it is shown. Here's a full traceback to show this || <summary> Full traceback </summary>"
matplotlib__matplotlib-22482,raw,0,1,1,1,0,0,0,7.5,lib/matplotlib/widgets.pyi|lib/matplotlib/widgets.py,lib/matplotlib,Figure|TypeError|_No|__init__|response_,TypeError: cannot pickle 'weakref.ReferenceType' object || Traceback (most recent call last): || Traceback (most recent call last): || TypeError: cannot pickle 'FigureCanvasQTAgg' object
matplotlib__matplotlib-22482,adp,0,1,1,1,0,0,0,7.5,lib/matplotlib/widgets.pyi|lib/matplotlib/widgets.py,lib/matplotlib,Figure|TypeError|_No|__init__|response_,TypeError: cannot pickle 'weakref.ReferenceType' object || Traceback (most recent call last): || Traceback (most recent call last): || TypeError: cannot pickle 'FigureCanvasQTAgg' object
matplotlib__matplotlib-22482,memory,0,1,1,1,0,0,0,7.5,lib/matplotlib/widgets.pyi|lib/matplotlib/widgets.py,lib/matplotlib,False|Figure|Traceback|True|TypeError|_No|__init__|response_,TypeError: cannot pickle 'weakref.ReferenceType' object || - Traceback (most recent call last): || Traceback (most recent call last): || TypeError: cannot pickle 'FigureCanvasQTAgg' object
matplotlib__matplotlib-22686,raw,1,1,1,1,0,1,1,15.9,lib/matplotlib/widgets.py,lib/matplotlib,Additional|Backend|Bug|Code|Create|Histogram|IndexError|Installation|Jupyter|Matplotlib|Operating|Parameters|Python|RangeSlider|Redraw|Set|Threshold|Update|Users|ValueError|Version|Vertical|Vincent|_No|__init__|_format|_max_in_bounds|_min_in_bounds|_observers|add_axes|draw_idle|lower_limit_line|on_changed|response_|set_text|set_title|set_val|set_xdata|slider_ax|subplots_adjust|update|upper_limit_line,IndexError: index 4 is out of bounds for axis 0 with size 4 || raise ValueError( || IndexError: index 4 is out of bounds for axis 0 with size 4 || raise ValueError(
matplotlib__matplotlib-22686,adp,1,1,1,0,0,1,1,14.0,lib/matplotlib/widgets.py,lib/matplotlib,Bug|Code|Create|Histogram|Parameters|RangeSlider|Redraw|Set|Threshold|Update|Users|Vertical|Vincent|__init__|_format|_max_in_bounds|_min_in_bounds|_observers|add_axes|draw_idle|lower_limit_line|on_changed|set_text|set_title|set_val|set_xdata|slider_ax|subplots_adjust|update|upper_limit_line,SyntaxError: invalid syntax || IndexError: index 4 is out of bounds for axis 0 with size 4 || raise ValueError(
matplotlib__matplotlib-22686,memory,1,1,1,1,0,1,1,15.7,lib/matplotlib/widgets.py,lib/matplotlib,Additional|Backend|Bug|Code|Create|Histogram|IndexError|Installation|Jupyter|Matplotlib|Operating|Parameters|Python|RangeSlider|Redraw|Set|Threshold|Update|Users|ValueError|Version|Vertical|Vincent|_No|__init__|_format|_max_in_bounds|_min_in_bounds|_observers|add_axes|draw_idle|lower_limit_line|on_changed|response_|set_text|set_title|set_val|set_xdata|slider_ax|subplots_adjust|update|upper_limit_line,IndexError: index 4 is out of bounds for axis 0 with size 4 || raise ValueError( || IndexError: index 4 is out of bounds for axis 0 with size 4 || raise ValueError(
matplotlib__matplotlib-22706,raw,1,1,1,0,0,1,1,13.9,lib/matplotlib/widgets.py,lib/matplotlib,Additional|Backend|Bug|Code|Create|Histogram|Installation|Jupyter|Matplotlib|Operating|Python|RangeSlider|Redraw|Threshold|Update|Version|Vertical|_No|add_axes|draw_idle|lower_limit_line|on_changed|response_|set_title|set_val|set_xdata|slider_ax|subplots_adjust|update|upper_limit_line,IndexError: index 4 is out of bounds for axis 0 with size 4 || raise ValueError(
matplotlib__matplotlib-22706,adp,1,1,1,0,0,1,1,14.0,lib/matplotlib/widgets.py,lib/matplotlib,Bug|Code|Create|Histogram|RangeSlider|Redraw|Threshold|Update|Vertical|add_axes|draw_idle|lower_limit_line|on_changed|set_title|set_val|set_xdata|slider_ax|subplots_adjust|update|upper_limit_line,SyntaxError: invalid syntax
matplotlib__matplotlib-22706,memory,1,1,1,0,0,1,1,13.7,lib/matplotlib/widgets.py,lib/matplotlib,Additional|Backend|Bug|Code|Create|Histogram|Installation|Jupyter|Matplotlib|Operating|Python|RangeSlider|Redraw|Threshold|Update|Version|Vertical|_No|add_axes|draw_idle|lower_limit_line|on_changed|response_|set_title|set_val|set_xdata|slider_ax|subplots_adjust|update|upper_limit_line,IndexError: index 4 is out of bounds for axis 0 with size 4 || raise ValueError(
matplotlib__matplotlib-23098,raw,1,1,1,0,0,1,1,11.9,lib/matplotlib/artist.py,lib/matplotlib,Bug,"raise ValueError(""BoundaryNorm is not invertible"") || ValueError: BoundaryNorm is not invertible"
matplotlib__matplotlib-23098,adp,1,1,1,0,0,1,1,12.5,lib/matplotlib/artist.py,lib/matplotlib,Bug,"raise ValueError(""BoundaryNorm is not invertible"") || ValueError: BoundaryNorm is not invertible"
matplotlib__matplotlib-23098,memory,1,1,1,0,0,1,1,11.6,lib/matplotlib/artist.py,lib/matplotlib,Bug,"raise ValueError(""BoundaryNorm is not invertible"") || ValueError: BoundaryNorm is not invertible"
matplotlib__matplotlib-23172,raw,1,1,1,0,1,1,1,15.5,lib/matplotlib/__init__.py|doc/api/next_api_changes/behavior/23299-TAC.rst,lib/matplotlib|doc/api/next_api_changes/behavior,Additional|Backend|Bug|Code|Installation|Jupyter|Matplotlib|Operating|Python|QtAgg|Version|rc_context,AssertionError Traceback (most recent call last) || AssertionError:
matplotlib__matplotlib-23172,adp,1,1,1,0,1,1,1,15.5,lib/matplotlib/__init__.py|doc/api/next_api_changes/behavior/23299-TAC.rst,lib/matplotlib|doc/api/next_api_changes/behavior,Additional|Backend|Bug|Code|Installation|Jupyter|Matplotlib|Operating|Python|QtAgg|Version|rc_context,AssertionError Traceback (most recent call last) || AssertionError:
matplotlib__matplotlib-23172,memory,1,1,1,0,1,1,1,15.5,lib/matplotlib/__init__.py|doc/api/next_api_changes/behavior/23299-TAC.rst,lib/matplotlib|doc/api/next_api_changes/behavior,Additional|Backend|Bug|Code|Installation|Jupyter|Matplotlib|Operating|Python|QtAgg|Version|rc_context,AssertionError Traceback (most recent call last) || AssertionError:
matplotlib__matplotlib-23687,raw,1,1,1,0,1,1,1,15.5,lib/matplotlib/dates.py|lib/matplotlib/axes/_axes.py|lib/matplotlib/cbook/__init__.py|lib/matplotlib/units.py,lib/matplotlib|lib/matplotlib/axes|lib/matplotlib/cbook,Additional|Backend|Bug|Code|Installation|Jupyter|Matplotlib|NaN|Operating|Python|Version|_No|response_|x,"ax.bar` raises an exception in 3.6.1 when passed only nan data. This irrevocably breaks seaborn's histogram function (which draws and then removes a ""phantom"" bar to trip the color cycle). || ```python-traceback"
matplotlib__matplotlib-23687,adp,1,1,1,0,1,1,1,15.3,lib/matplotlib/dates.py|lib/matplotlib/axes/_axes.py|lib/matplotlib/cbook/__init__.py|lib/matplotlib/units.py,lib/matplotlib|lib/matplotlib/axes|lib/matplotlib/cbook,Bug|Code,"ax.bar` raises an exception in 3.6.1 when passed only nan data. This irrevocably breaks seaborn's histogram function (which draws and then removes a ""phantom"" bar to trip the color cycle). || ```python-traceback"
matplotlib__matplotlib-23687,memory,1,1,1,0,1,1,1,15.5,lib/matplotlib/dates.py|lib/matplotlib/axes/_axes.py|lib/matplotlib/cbook/__init__.py|lib/matplotlib/units.py,lib/matplotlib|lib/matplotlib/axes|lib/matplotlib/cbook,Additional|Backend|Bug|Code|Installation|Jupyter|Matplotlib|NaN|Operating|Python|Version|_No|response_|x,"ax.bar` raises an exception in 3.6.1 when passed only nan data. This irrevocably breaks seaborn's histogram function (which draws and then removes a ""phantom"" bar to trip the color cycle). || ```python-traceback"
matplotlib__matplotlib-24818,raw,1,1,1,1,1,1,1,17.1,lib/matplotlib/axes/_axes.py|lib/matplotlib/cbook.py,lib/matplotlib|lib/matplotlib/axes,Additional|Backend|Bug|Code|Installation|Jupyter|Matplotlib|NaN|Operating|Python|StopIteration|Traceback|Version|_No|__init__|_axes|_safe_first_finite|response_|safe_isfinite|sanitize_sequence,"ax.bar` raises an exception in 3.6.1 when passed only nan data. This irrevocably breaks seaborn's histogram function (which draws and then removes a ""phantom"" bar to trip the color cycle). || ```python-traceback || Traceback (most recent call last):"
matplotlib__matplotlib-24818,adp,1,1,1,1,1,1,1,17.5,lib/matplotlib/axes/_axes.py|lib/matplotlib/cbook.py,lib/matplotlib|lib/matplotlib/axes,Bug|Code|StopIteration|Traceback|__init__|_axes|_safe_first_finite|safe_isfinite|sanitize_sequence,"ax.bar` raises an exception in 3.6.1 when passed only nan data. This irrevocably breaks seaborn's histogram function (which draws and then removes a ""phantom"" bar to trip the color cycle). || ```python-traceback || Traceback (most recent call last):"
matplotlib__matplotlib-24818,memory,1,1,1,1,1,1,1,16.9,lib/matplotlib/axes/_axes.py|lib/matplotlib/cbook.py,lib/matplotlib|lib/matplotlib/axes,Additional|Backend|Bug|Code|Installation|Jupyter|Matplotlib|NaN|Operating|Python|StopIteration|Traceback|Version|_No|__init__|_axes|_safe_first_finite|response_|safe_isfinite|sanitize_sequence,"ax.bar` raises an exception in 3.6.1 when passed only nan data. This irrevocably breaks seaborn's histogram function (which draws and then removes a ""phantom"" bar to trip the color cycle). || ```python-traceback || Traceback (most recent call last):"
matplotlib__matplotlib-25352,raw,1,1,1,0,1,1,1,13.6,lib/mpl_toolkits/mplot3d/axes3d.py|lib/matplotlib/axes/_base.py|lib/matplotlib/cbook.py|doc/api/next_api_changes/deprecations/25352-GL.rst,lib/mpl_toolkits/mplot3d|lib/matplotlib|lib/matplotlib/axes|doc/api/next_api_changes/deprecations,Grouper|Notes,TypeError: cannot pickle 'weakref.ReferenceType' object || Traceback (most recent call last):
matplotlib__matplotlib-25352,adp,1,1,1,0,1,1,1,14.2,lib/mpl_toolkits/mplot3d/axes3d.py|lib/matplotlib/axes/_base.py|lib/matplotlib/cbook.py|doc/api/next_api_changes/deprecations/25352-GL.rst,lib/mpl_toolkits/mplot3d|lib/matplotlib|lib/matplotlib/axes|doc/api/next_api_changes/deprecations,Grouper|Notes,TypeError: cannot pickle 'weakref.ReferenceType' object || Traceback (most recent call last):
matplotlib__matplotlib-25352,memory,1,1,1,0,1,1,1,13.1,lib/mpl_toolkits/mplot3d/axes3d.py|lib/matplotlib/axes/_base.py|lib/matplotlib/cbook.py|doc/api/next_api_changes/deprecations/25352-GL.rst,lib/mpl_toolkits/mplot3d|lib/matplotlib|lib/matplotlib/axes|doc/api/next_api_changes/deprecations,Grouper|Notes|Use,TypeError: cannot pickle 'weakref.ReferenceType' object || - Traceback (most recent call last):
matplotlib__matplotlib-26331,raw,0,1,1,0,1,0,0,6.7,lib/mpl_toolkits/axes_grid1/axes_rgb.py,lib/mpl_toolkits/axes_grid1,Axes|AxesGrid|Please,Creating `AxesGrid` using cartopy `GeoAxes` as `axis_class` raises `TypeError: 'method' object is not subscriptable`. Seems to be due to different behaviour of `axis` attr. for `mpl_toolkits.axes_grid1.mpl_axes.Axes` ... || Traceback (most recent call last):
matplotlib__matplotlib-26331,adp,0,1,1,0,1,0,0,6.6,lib/mpl_toolkits/axes_grid1/axes_rgb.py,lib/mpl_toolkits/axes_grid1,Axes|AxesGrid|Please,Creating `AxesGrid` using cartopy `GeoAxes` as `axis_class` raises `TypeError: 'method' object is not subscriptable`. Seems to be due to different behaviour of `axis` attr. for `mpl_toolkits.axes_grid1.mpl_axes.Axes` ... || Traceback (most recent call last):
matplotlib__matplotlib-26331,memory,0,1,1,0,0,0,0,4.3,lib/mpl_toolkits/axes_grid1/axes_rgb.py,lib/mpl_toolkits/axes_grid1,Axes|AxesGrid|Please,Creating `AxesGrid` using cartopy `GeoAxes` as `axis_class` raises `TypeError: 'method' object is not subscriptable`. Seems to be due to different behaviour of `axis` attr. for `mpl_toolkits.axes_grid1.mpl_axes.Axes` ... || Traceback (most recent call last):
matplotlib__matplotlib-27361,raw,1,1,1,1,0,1,1,16.0,lib/mpl_toolkits/mplot3d/art3d.py,lib/mpl_toolkits/mplot3d,AttributeError|Traceback|mpl_toolkits,It fails on the last line with the following traceback: || AttributeError Traceback (most recent call last) || Traceback (most recent call last): || AttributeError: 'PathPatch3D' object has no attribute '_path2d'
matplotlib__matplotlib-27361,adp,1,1,1,1,0,1,1,16.0,lib/mpl_toolkits/mplot3d/art3d.py,lib/mpl_toolkits/mplot3d,AttributeError|Traceback|mpl_toolkits,It fails on the last line with the following traceback: || AttributeError Traceback (most recent call last) || Traceback (most recent call last): || AttributeError: 'PathPatch3D' object has no attribute '_path2d'
matplotlib__matplotlib-27361,memory,1,1,1,1,0,1,1,15.9,lib/mpl_toolkits/mplot3d/art3d.py,lib/mpl_toolkits/mplot3d,AttributeError|Matplotlib|Traceback|True|mpl_toolkits,It fails on the last line with the following traceback: || AttributeError Traceback (most recent call last) || Traceback (most recent call last): || AttributeError: 'PathPatch3D' object has no attribute '_path2d'
mwaskom__seaborn-3091,raw,1,1,1,0,1,1,1,14.9,doc/whatsnew/v0.12.1.rst|seaborn/_stats/regression.py,seaborn/_stats|doc/whatsnew,Line|Plot|PolyFit,<details><summary>Traceback</summary> || ```python-traceback
mwaskom__seaborn-3091,adp,1,1,1,0,1,1,1,14.9,doc/whatsnew/v0.12.1.rst|seaborn/_stats/regression.py,seaborn/_stats|doc/whatsnew,Line|Plot|PolyFit,<details><summary>Traceback</summary> || ```python-traceback
mwaskom__seaborn-3091,memory,1,1,1,0,0,1,1,13.2,doc/whatsnew/v0.12.1.rst|seaborn/_stats/regression.py,seaborn/_stats|doc/whatsnew,Line|Plot|PolyFit,<details><summary>Traceback</summary> || ```python-traceback
mwaskom__seaborn-3203,raw,1,1,1,1,0,0,1,13.8,seaborn/palettes.py|seaborn/_marks/base.py|doc/whatsnew/v0.12.2.rst|seaborn/_core/plot.py|seaborn/_core/exceptions.py,seaborn/_core|seaborn|seaborn/_marks|doc/whatsnew,Bar|ContinuousBase|Everything|False|Maybe|None|Plot|PlotSpecError|Plotter|Process|Remove|Scale|See|Traceback|True|TypeError|_compute_stats|_core|_data|_during|_plot|_scales|_setup|_setup_scales|_variables|bitwise_xor|color|logical_xor|normalize|var_df,"```python-traceback || TypeError Traceback (most recent call last) || In general I'd like to try and be as helpful as possible with what we actually raise to avoid this becoming a pain point for the new interface. This PR represents the first step, defining a `PlotSpecError` exception c... || e.g., the traceback for the operation in #3106 (which is being obviated anyway by #3190, but is a useful demonstration)"
mwaskom__seaborn-3203,adp,1,1,1,1,0,0,1,13.8,seaborn/palettes.py|seaborn/_marks/base.py|doc/whatsnew/v0.12.2.rst|seaborn/_core/plot.py|seaborn/_core/exceptions.py,seaborn/_core|seaborn|seaborn/_marks|doc/whatsnew,Bar|ContinuousBase|Everything|False|Maybe|None|Plot|PlotSpecError|Plotter|Process|Remove|Scale|See|Traceback|True|TypeError|_compute_stats|_core|_data|_during|_plot|_scales|_setup|_setup_scales|_variables|bitwise_xor|color|logical_xor|normalize|var_df,"```python-traceback || TypeError Traceback (most recent call last) || In general I'd like to try and be as helpful as possible with what we actually raise to avoid this becoming a pain point for the new interface. This PR represents the first step, defining a `PlotSpecError` exception c... || e.g., the traceback for the operation in #3106 (which is being obviated anyway by #3190, but is a useful demonstration)"
