instance_id,repo,prior_instance_id,target_instance_id,base_commit,condition_set_complete,resolved_no_memory,resolved_raw,resolved_adp,resolved_memory,eval_status_no_memory,eval_status_raw,eval_status_adp,eval_status_memory,eval_error_no_memory,eval_error_raw,eval_error_adp,eval_error_memory,empty_patch_no_memory,empty_patch_raw,empty_patch_adp,empty_patch_memory,non_empty_patch_no_memory,non_empty_patch_raw,non_empty_patch_adp,non_empty_patch_memory,patch_failed_no_memory,patch_failed_raw,patch_failed_adp,patch_failed_memory,no_patch_eval_no_memory,no_patch_eval_raw,no_patch_eval_adp,no_patch_eval_memory,patch_bytes_no_memory,patch_bytes_raw,patch_bytes_adp,patch_bytes_memory,patch_lines_added_no_memory,patch_lines_added_raw,patch_lines_added_adp,patch_lines_added_memory,patch_lines_deleted_no_memory,patch_lines_deleted_raw,patch_lines_deleted_adp,patch_lines_deleted_memory,patch_files_changed_no_memory,patch_files_changed_raw,patch_files_changed_adp,patch_files_changed_memory,run_exit_code_no_memory,run_exit_code_raw,run_exit_code_adp,run_exit_code_memory,run_status_no_memory,run_status_raw,run_status_adp,run_status_memory,openhands_iterations_no_memory,openhands_iterations_raw,openhands_iterations_adp,openhands_iterations_memory,llm_calls_no_memory,llm_calls_raw,llm_calls_adp,llm_calls_memory,input_tokens_no_memory,input_tokens_raw,input_tokens_adp,input_tokens_memory,output_tokens_no_memory,output_tokens_raw,output_tokens_adp,output_tokens_memory,total_tokens_no_memory,total_tokens_raw,total_tokens_adp,total_tokens_memory,max_turn_tokens_no_memory,max_turn_tokens_raw,max_turn_tokens_adp,max_turn_tokens_memory,wall_seconds_no_memory,wall_seconds_raw,wall_seconds_adp,wall_seconds_memory,prompt_chars_no_memory,prompt_chars_raw,prompt_chars_adp,prompt_chars_memory,prior_context_chars_no_memory,prior_context_chars_raw,prior_context_chars_adp,prior_context_chars_memory,empty_patch_cause_no_memory,empty_patch_cause_raw,empty_patch_cause_adp,empty_patch_cause_memory,notes
matplotlib__matplotlib-23098,matplotlib/matplotlib,matplotlib__matplotlib-22835,matplotlib__matplotlib-23098,c33557d120eefe3148ebfcf2e758ff2357966000,True,0,0,0,0,no_patch,unresolved,unresolved,no_patch,No patch,,,No patch,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1182,6294,0,0,8,147,0,0,4,4,0,0,1,3,0,0,0,0,0,success_empty_patch,success,success,success_empty_patch,16,82,67,13,14,81,69,14,156512,2042709,2014910,244481,1621,15707,15474,1057,158133,2058416,2030384,245538,14912,30710,37943,22346,240.772,987.848,960.442,121.975,1575,18088,24151,15626,0,16477,22531,14006,normal_no_edit,,,normal_no_edit,
matplotlib__matplotlib-23172,matplotlib/matplotlib,matplotlib__matplotlib-23299,matplotlib__matplotlib-23172,3eadeacc06c9f2ddcdac6ae39819faa9fbee9e39,True,0,0,0,0,unresolved,unresolved,unresolved,unresolved,,,,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,958,1677368,689,1833,21,156,18,47,0,0,0,0,1,4,1,1,0,0,0,0,success,success,success,success,4,106,11,34,4,119,12,35,1751668,4413596,363500,1033279,12583,309111,39746,53683,1764251,4722707,403246,1086962,37291,98304,65579,65538,898.001,8294.966,1377.769,1622.171,2299,32520,42638,24103,0,30185,40294,21759,,,,,
matplotlib__matplotlib-23687,matplotlib/matplotlib,matplotlib__matplotlib-24149,matplotlib__matplotlib-23687,de98877e3dc45de8dd441d008f23d88738dc015d,True,0,0,0,0,unresolved,unresolved,no_patch,unresolved,,,No patch,,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,5351,5250,0,9924,156,146,0,214,0,0,0,4,1,2,0,4,0,0,0,0,success,success,success_empty_patch,success,50,87,5,66,50,90,5,66,1969994,2416328,91143,1684692,17623,55430,609,19215,1987617,2471758,91752,1703907,31550,65538,19484,35642,895.967,1820.178,247.258,964.023,2700,20479,23597,18706,0,17743,20852,15961,,,normal_no_edit,,
matplotlib__matplotlib-24818,matplotlib/matplotlib,matplotlib__matplotlib-24149,matplotlib__matplotlib-24818,e8101f17d8a7d2d7eccff7452162c02a27980800,True,0,0,0,0,unresolved,unresolved,unresolved,unresolved,,,,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1670,2058,4292,590,17,18,60,4,1,6,2,1,2,1,3,1,0,0,0,0,success,success,success,success,45,72,45,77,47,67,40,81,1039600,1851469,3188914,1983961,10153,18899,74807,18357,1049753,1870368,3263721,2002318,32748,40299,65538,35953,539.868,1085.822,2624.541,895.691,2855,20634,23752,18861,0,17743,20852,15961,,,,,
matplotlib__matplotlib-25352,matplotlib/matplotlib,matplotlib__matplotlib-25332,matplotlib__matplotlib-25352,3742e7e8385e70072fb2521a411a25dd69d22dbf,True,0,1,0,0,no_patch,resolved,patch_failed,no_patch,No patch,,Patch failed,No patch,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,3728,8193,0,0,22,153,0,0,29,39,0,0,1,3,0,0,0,0,0,success_empty_patch,success,success,success_empty_patch,4,21,76,4,4,23,74,4,46032,1445757,5512420,78377,358,78043,74991,304,46390,1523800,5587411,78681,14977,93572,63007,23228,390.169,2040.953,3015.582,279.387,2374,27458,35034,22945,0,25048,32615,20526,normal_no_edit,,,normal_no_edit,
matplotlib__matplotlib-26331,matplotlib/matplotlib,matplotlib__matplotlib-26020,matplotlib__matplotlib-26331,c0d9c983398cb07ab7a2055563f95b364abfa87c,True,0,1,0,0,no_patch,resolved,unresolved,no_patch,No patch,,,No patch,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1795,1967,0,0,17,45,0,0,2,0,0,0,2,1,0,0,0,0,0,success_empty_patch,success,success,success_empty_patch,27,38,21,10,27,38,23,10,386188,1537272,764294,175013,2291,8632,4300,1326,388479,1545904,768594,176339,21344,54243,42285,20275,612.923,477.608,405.553,235.47,2332,45919,36439,21588,0,43551,34062,19211,normal_no_edit,,,normal_no_edit,
matplotlib__matplotlib-27361,matplotlib/matplotlib,matplotlib__matplotlib-23562,matplotlib__matplotlib-27361,5b5154ded5ee9c546e640b01f1a75ac041fd2fed,True,0,0,1,1,unresolved,no_patch,resolved,resolved,,No patch,,,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,6939,0,1552,17342,175,0,14,249,0,0,0,0,5,0,3,8,0,0,0,0,success,success_empty_patch,success,success,112,0,0,64,112,4,76,67,2459429,88419,3166421,1764713,37468,42173,19783,68340,2496897,130592,3186204,1833053,33576,65538,53588,65538,1883.814,1304.805,1240.743,2157.825,6521,36060,50074,18106,0,29503,43508,11540,,normal_no_edit,,,
mwaskom__seaborn-3091,mwaskom/seaborn,mwaskom__seaborn-3010,mwaskom__seaborn-3091,0f5a013e2cf43562deec3b879458e59a73853813,True,0,1,1,1,no_patch,resolved,resolved,resolved,No patch,,,,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1739,2253,1733,0,29,45,32,0,0,0,0,0,2,2,2,0,0,0,0,success_empty_patch,success,success,success,110,12,57,36,131,13,59,33,5649366,261028,2221860,1389060,364590,2632,17804,9519,6013956,263660,2239664,1398579,98304,23873,57035,61486,10013.456,506.112,809.286,433.956,2864,24223,28378,21135,0,21323,25469,18226,normal_no_edit,,,,
mwaskom__seaborn-3203,mwaskom/seaborn,mwaskom__seaborn-3190,mwaskom__seaborn-3203,87e097275ce468db8f18c80ef8970310cfef1fe8,True,0,0,0,0,unresolved,unresolved,patch_failed,unresolved,,,Patch failed,,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,5513,4703,8365,5595,59,66,76,53,8,4,12,10,3,5,6,5,0,0,0,0,success,success,success,success,25,23,28,23,20,23,28,21,1646557,1786110,2530863,2212068,11525,10351,13899,16317,1658082,1796461,2544762,2228385,43843,45308,47737,47787,565.879,763.752,1055.437,1179.558,4412,22941,29761,19118,0,18493,25304,14661,,,,,
pallets__flask-4039,pallets/flask,pallets__flask-4045,pallets__flask-4039,d8c37f43724cd9fb0870f77877b7c4c7e38a19e0,True,0,0,0,0,unresolved,unresolved,unresolved,unresolved,,,,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,9259,7939,673,1651,301,217,4,28,1,1,1,1,5,4,1,2,0,0,0,0,success,success,success,success,106,49,67,64,107,48,73,63,3056534,1452393,2380842,1801990,250683,14239,114490,14324,3307217,1466632,2495332,1816314,98304,44009,98304,44803,6560.801,864.787,3174.67,763.578,4024,12759,16431,10564,0,8699,12362,6495,,,,,
psf__requests-2344,psf/requests,psf__requests-2674,psf__requests-2344,d7c0249aa8d46d1383cb31d38196c7715c213611,True,0,0,0,0,no_patch,unresolved,unresolved,unresolved,No patch,,,,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,11460,1125,1188,0,273,4,4,0,1,1,1,0,3,1,1,0,0,0,0,success_empty_patch,success,success,success,39,71,37,38,37,74,30,36,1059616,2092617,1133487,1376887,3765,15711,7133,5671,1063381,2108328,1140620,1382558,41375,42801,48515,49734,314.155,1022.45,568.237,417.024,1574,17688,21870,14106,0,16078,20251,12487,normal_no_edit,,,,
psf__requests-3359,psf/requests,psf__requests-3362,psf__requests-3359,b2f6173a3833153f57d9e3baa6728c5cc46c0b29,True,0,0,0,0,unresolved,unresolved,unresolved,unresolved,,,,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,764,1406,663,2026,8,12,3,50,4,4,4,0,1,2,1,1,0,0,0,0,success,success,success,success,22,34,21,18,19,32,22,16,344192,962458,801073,414461,4184,5381,4506,2602,348376,967839,805579,417063,23392,38394,47422,28154,168.636,281.654,230.661,595.033,1808,22672,30455,16641,0,20828,28602,14788,,,,,
psf__requests-3481,psf/requests,psf__requests-3362,psf__requests-3481,b2f6173a3833153f57d9e3baa6728c5cc46c0b29,True,0,0,0,0,no_patch,unresolved,unresolved,unresolved,No patch,,,,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,998,707,1773,0,14,7,41,0,2,4,0,0,1,1,1,0,0,0,0,success_empty_patch,success,success,success,42,35,35,23,45,36,26,24,1209407,1153454,1166686,673016,10728,90792,10678,46558,1220135,1244246,1177364,719574,41470,65538,55569,65538,607.708,2319.045,413.559,1388.897,3093,23957,31740,17926,0,20828,28602,14788,normal_no_edit,,,,
pydata__xarray-4529,pydata/xarray,pydata__xarray-4493,pydata__xarray-4529,a5f53e203c52a7605d5db799864046471115d04f,True,0,0,0,0,unresolved,unresolved,unresolved,unresolved,,,,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,8083,1099,4694,2335,184,9,117,46,1,1,0,0,3,1,2,2,0,0,0,0,success,success,success,success,151,53,73,27,159,55,73,27,3394443,1747079,2848816,561296,35849,12425,23021,4634,3430292,1759504,2871837,565930,29762,44805,51369,28007,1928.269,796.851,1053.8,751.202,1974,34282,44535,21227,0,32272,42516,19208,,,,,
pydata__xarray-508,pydata/xarray,pydata__xarray-3364,pydata__xarray-508,b21f62ee37eea3650a58e9ffa3a7c9f4ae83006b,True,0,0,0,0,unresolved,unresolved,unresolved,unresolved,,,,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,11510,9159,10213,9583,144,152,167,158,7,6,4,6,2,1,2,2,0,0,0,0,success,success,success,success,83,0,0,0,84,131,41,39,3667493,6795153,2063413,1576821,78989,231584,217026,15053,3746482,7026737,2280439,1591874,65538,98304,98306,65630,2694.782,7336.056,7393.919,1988.922,1919,31260,40271,21947,0,29305,38307,19983,,,,,
pylint-dev__pylint-6471,pylint-dev/pylint,pylint-dev__pylint-7080,pylint-dev__pylint-6471,273a8b25620467c1e5686aa8d2a1dbb8c02c78d0,True,0,1,1,0,no_patch,resolved,resolved,unresolved,No patch,,,,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,3925,2761,333,0,46,35,2,0,5,3,0,0,1,1,2,0,0,0,0,success_empty_patch,success,success,success,19,49,9,26,16,48,9,26,5954646,4190476,1619955,652880,198334,33799,12126,3001,6152980,4224275,1632081,655881,65540,46544,45070,32170,6323.154,1840.563,551.393,546.834,3572,42759,25094,15757,0,39151,21477,12140,normal_no_edit,,,,
pytest-dev__pytest-10341,pytest-dev/pytest,pytest-dev__pytest-11148,pytest-dev__pytest-10341,2f7415cfbc4b6ca62f9013f1abd27136f46b9653,True,0,0,0,0,no_patch,patch_failed,patch_failed,patch_failed,No patch,Patch failed,Patch failed,Patch failed,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,4438,1871,2325,0,52,14,18,0,12,3,3,0,4,2,2,0,0,0,0,success_empty_patch,success,success,success,47,55,11,28,55,54,10,27,1458577,1883673,1843136,1380450,110037,13590,13176,10205,1568614,1897263,1856312,1390655,90213,48514,50552,49750,2808.318,2113.972,1016.321,448.244,2776,28552,34726,24306,0,25740,31905,21485,normal_no_edit,,,,
pytest-dev__pytest-9358,pytest-dev/pytest,pytest-dev__pytest-8365,pytest-dev__pytest-9358,4964b468c83c06971eb743fbc57cc404f760c573,True,0,0,0,0,no_patch,unresolved,unresolved,unresolved,No patch,,,,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,2446,2972,1310,0,38,46,16,0,3,3,1,0,2,2,2,0,0,0,0,success_empty_patch,success,success,success,14,24,28,33,13,26,28,30,269082,747406,965116,924328,1759,5334,5428,6894,270841,752740,970544,931222,25371,38581,44719,41940,284.213,258.527,277.794,507.596,6637,21367,27994,18505,0,14694,21312,11823,normal_no_edit,,,,
scikit-learn__scikit-learn-12622,scikit-learn/scikit-learn,scikit-learn__scikit-learn-10949,scikit-learn__scikit-learn-12622,ac327c5ad66fa3d4eb607d007e3684dec872d49a,True,1,1,1,1,resolved,resolved,resolved,resolved,,,,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,708,1435,720,111680,4,13,1,1165,0,0,1,1,1,2,1,2,0,0,0,0,success,success,success,success,31,43,24,45,31,42,23,46,739620,1691476,647953,1610494,4460,9724,5940,11514,744080,1701200,653893,1622008,32249,56295,35981,50032,427.274,914.449,423.556,676.675,5753,28382,36978,23150,0,22593,31180,17352,,,,,
scikit-learn__scikit-learn-13771,scikit-learn/scikit-learn,scikit-learn__scikit-learn-13779,scikit-learn__scikit-learn-13771,8d3b4ff3eec890396a3d7a806bbe944f55a89cb4,True,0,0,0,0,patch_failed,unresolved,patch_failed,unresolved,Patch failed,,Patch failed,,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,9644,12579,7598,5907,122,233,69,23,14,9,10,10,2,3,2,2,0,0,0,0,success,success,success,success,100,48,35,75,101,48,36,79,3056869,1904437,1450777,2737233,29984,11674,6542,17219,3086853,1916111,1457319,2754452,45448,62559,52670,47931,3290.996,1074.624,593.794,1242.131,1650,18468,22866,14706,0,16782,21171,13011,,,,,
scikit-learn__scikit-learn-15093,scikit-learn/scikit-learn,scikit-learn__scikit-learn-10949,scikit-learn__scikit-learn-15093,871b25162339c60557e5bf1754ea553ec33adf52,True,0,0,1,0,unresolved,unresolved,resolved,unresolved,,,,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,783,1071,762,12238,4,10,5,275,0,0,0,0,1,1,1,6,0,0,0,0,success,success,success,success,54,38,37,60,55,39,37,60,1215419,1412206,1376591,1934731,12463,20819,15413,15018,1227882,1433025,1392004,1949749,32357,67235,65965,46799,804.883,1311.353,876.952,908.573,3362,25991,34587,20759,0,22593,31180,17352,,,,,
scikit-learn__scikit-learn-25365,scikit-learn/scikit-learn,scikit-learn__scikit-learn-25500,scikit-learn__scikit-learn-25365,f45a9071e1ff2bdc044c040959b5387c3d9559c8,True,1,1,0,1,resolved,resolved,no_patch,resolved,,,No patch,,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,832,2035,0,690,3,16,0,1,0,0,0,0,1,2,0,1,0,0,0,0,success,success,success_empty_patch,success,31,30,13,30,31,30,13,31,735676,786363,310320,845288,5333,4840,1418,3751,741009,791203,311738,849039,32922,33658,27597,33927,1023.985,1055.85,599.554,1314.536,7470,28835,31353,24605,0,21329,23838,17090,,,normal_no_edit,,
scikit-learn__scikit-learn-25578,scikit-learn/scikit-learn,scikit-learn__scikit-learn-25638,scikit-learn__scikit-learn-25578,6adb209acd63825affc884abcd85381f148fb1b0,True,0,0,0,0,unresolved,unresolved,no_patch,unresolved,,,No patch,,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,2535,4371,0,7495,38,78,0,148,0,1,0,1,2,3,0,2,0,0,0,0,success,success,success_empty_patch,success,61,0,0,0,64,37,17,29,1684934,1345401,606736,932875,15486,10905,2136,5623,1700420,1356306,608872,938498,37907,58615,44516,43221,1152.253,707.279,716.859,969.522,3638,27525,35152,22685,0,23851,31469,19002,,,normal_no_edit,,
scikit-learn__scikit-learn-25634,scikit-learn/scikit-learn,scikit-learn__scikit-learn-25638,scikit-learn__scikit-learn-25634,6adb209acd63825affc884abcd85381f148fb1b0,True,0,0,0,0,unresolved,unresolved,unresolved,unresolved,,,,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2176,7464,3804,2660,29,126,70,43,0,3,1,1,2,2,2,2,0,0,0,0,success,success,success,success,29,0,0,0,28,67,33,22,787335,3339195,1526196,686247,7481,103285,11228,5829,794816,3442480,1537424,692076,41003,98304,61787,45419,541.119,3891.582,703.174,502.599,2867,26754,34381,21914,0,23851,31469,19002,,,,,
scikit-learn__scikit-learn-25635,scikit-learn/scikit-learn,scikit-learn__scikit-learn-25638,scikit-learn__scikit-learn-25635,6adb209acd63825affc884abcd85381f148fb1b0,True,0,0,0,0,unresolved,unresolved,unresolved,unresolved,,,,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3028,3482,5419,1210,53,64,127,14,0,0,0,1,2,2,3,1,0,0,0,0,success,success,success,success,5,0,0,0,5,45,31,34,1202443,1657195,959069,936820,12695,8403,7403,6596,1215138,1665598,966472,943416,41369,52567,42068,41334,765.961,908.048,992.223,554.384,2914,26801,34428,21961,0,23851,31469,19002,,,,,
scikit-learn__scikit-learn-25637,scikit-learn/scikit-learn,scikit-learn__scikit-learn-25638,scikit-learn__scikit-learn-25637,e3d1f9ac39e4bf0f31430e779acc50fb05fe1b64,True,0,0,0,0,unresolved,unresolved,unresolved,unresolved,,,,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2005,1013,1170,831,25,14,20,2,1,0,0,1,2,1,1,1,0,0,0,0,success,success,success,success,56,0,0,0,57,43,46,49,1605273,1636575,1927692,1433427,12770,9370,12468,9522,1618043,1645945,1940160,1442949,38083,56995,60227,39679,814.293,746.747,1012.246,658.538,2728,26615,34242,21775,0,23851,31469,19002,,,,,
scikit-learn__scikit-learn-25763,scikit-learn/scikit-learn,scikit-learn__scikit-learn-25500,scikit-learn__scikit-learn-25763,4db04923a754b6a2defa1b172f55d492b85d165e,True,0,0,1,1,unresolved,unresolved,resolved,resolved,,,,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1782,792,1580,3062,25,6,11,46,1,1,2,2,2,1,2,3,0,0,0,0,success,success,success,success,37,31,40,116,42,31,42,123,1124207,1020927,1603656,3872676,53668,6377,16457,168272,1177875,1027304,1620113,4040948,65538,44826,53678,98304,1709.93,545.323,872.406,5018.623,2001,23366,25884,19136,0,21329,23838,17090,,,,,
scikit-learn__scikit-learn-5970,scikit-learn/scikit-learn,scikit-learn__scikit-learn-13241,scikit-learn__scikit-learn-5970,f8b108d0c6f2f82b2dc4e32a6793f9d9ac9cf2f4,True,0,0,0,0,unresolved,unresolved,unresolved,no_patch,,,,No patch,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1089,2264,996,0,7,19,8,0,2,2,2,0,1,2,1,0,0,0,0,0,success,success,success,success_empty_patch,17,24,32,3,20,24,33,3,440924,785727,1669434,47654,7843,9311,77923,244,448767,795038,1747357,47898,33968,44976,98304,19524,461.73,534.71,2665.792,380.802,3945,17458,21412,15434,0,13477,17422,11444,,,,normal_no_edit,
sphinx-doc__sphinx-8127,sphinx-doc/sphinx,sphinx-doc__sphinx-8282,sphinx-doc__sphinx-8127,8954770f677994cfb13d93ea6d08b13db5382e31,True,0,0,0,0,no_patch,no_patch,no_patch,no_patch,No patch,No patch,No patch,No patch,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,success_empty_patch,success_empty_patch,success_empty_patch,success_empty_patch,95,20,17,6,103,20,17,6,4324799,2054623,5055405,1962596,235723,15178,270905,68948,4560522,2069801,5326310,2031544,98304,48160,98305,98304,6473.164,2160.373,7705.366,2015.159,17178,41529,48078,32766,0,24315,30855,15543,normal_no_edit,normal_no_edit,normal_no_edit,normal_no_edit,
sphinx-doc__sphinx-8588,sphinx-doc/sphinx,sphinx-doc__sphinx-8627,sphinx-doc__sphinx-8588,b237e78f9c233170f271c326bf46b7fb3b103858,True,0,0,0,0,unresolved,no_patch,unresolved,unresolved,,No patch,,,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,2063,0,2408,2256,30,0,36,34,0,0,0,1,2,0,2,1,0,0,0,0,success,success_empty_patch,success,success,12,19,11,9,12,19,12,9,1231424,1345074,2864781,2293415,11883,6767,62632,15486,1243307,1351841,2927413,2308901,39370,51503,98304,49424,668.77,901.429,2103.146,754.657,1973,53282,66368,20005,0,51273,64350,17987,,normal_no_edit,,,
sympy__sympy-11275,sympy/sympy,sympy__sympy-11897,sympy__sympy-11275,af061ed76ec6b64944efc8d51eddfeff60daaa43,True,0,0,0,0,unresolved,unresolved,unresolved,unresolved,,,,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,5113,89405,4453,88917,52,2330,41,2284,34,3,16,23,1,3,1,3,0,0,0,0,success,success,success,success,119,16,47,0,122,16,50,317,4782187,5668745,2812121,13303268,229485,231943,28008,381981,5011672,5900688,2840129,13685249,98304,98304,66290,98305,6597.992,7569.615,1295.215,12082.571,1909,57132,68326,24218,0,55187,66372,22264,,,,,
sympy__sympy-11286,sympy/sympy,sympy__sympy-11400,sympy__sympy-11286,560b22fd4346d5882af3cff32c259a3af8fab109,True,0,1,0,1,no_patch,resolved,patch_failed,resolved,No patch,,Patch failed,,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1585,2022,2068,0,10,16,17,0,0,1,0,0,2,2,2,0,0,0,0,success_empty_patch,success,success,success,8,22,34,0,5,17,34,43,189510,606713,1361840,1318174,1615,4526,5713,9863,191125,611239,1367553,1328037,19715,39900,50363,45157,252.506,206.107,328.173,641.265,1604,24768,32248,13573,0,23128,30599,11924,normal_no_edit,,,,
sympy__sympy-12426,sympy/sympy,sympy__sympy-12419,sympy__sympy-12426,2340de24255dce927b66840f6271431269ba5b93,True,0,1,0,0,unresolved,resolved,unresolved,unresolved,,,,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1629,1354,787,758,15,17,7,7,1,2,1,1,2,1,1,1,0,0,0,0,success,success,success,success,37,24,20,21,40,24,20,23,731969,772095,792076,488217,7506,6787,6863,49470,739475,778882,798939,537687,30774,41695,45386,65538,333.531,286.099,287.725,1261.479,1444,52403,63754,25910,0,50923,62265,24421,,,,,
sympy__sympy-12427,sympy/sympy,sympy__sympy-12419,sympy__sympy-12427,d3fcdb72bfcbb560eb45264ac1c03f359436edef,True,0,0,0,0,unresolved,unresolved,unresolved,unresolved,,,,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1113,1150,1147,1065,3,4,4,3,2,2,2,2,1,1,1,1,0,0,0,0,success,success,success,success,27,28,29,29,27,27,28,28,358773,868365,1078156,664303,4869,5559,5428,5646,363642,873924,1083584,669949,20846,39542,46216,30221,208.389,264.207,274.083,246.51,2987,53946,65297,27453,0,50923,62265,24421,,,,,
sympy__sympy-12950,sympy/sympy,sympy__sympy-13031,sympy__sympy-12950,ace8dce76faf9587f782e7ad873fe8b25545e8d2,True,0,0,0,0,unresolved,unresolved,unresolved,unresolved,,,,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,756,715,1141,730,1,1,4,1,1,1,1,1,1,1,1,1,0,0,0,0,success,success,success,success,18,0,0,22,16,13,19,22,267933,318472,602702,517075,4967,4200,4590,6150,272900,322672,607292,523225,21174,31574,39069,31483,188.923,165.953,212.406,239.094,2178,27537,35388,19373,0,25323,33165,17150,,,,,
sympy__sympy-13039,sympy/sympy,sympy__sympy-14308,sympy__sympy-13039,fb536869fb7aa28b2695ad7a3b70949926b291c4,True,0,0,0,0,unresolved,unresolved,unresolved,unresolved,,,,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,3690,1229,1352,721,34,8,12,1,6,3,3,1,1,1,1,1,0,0,0,0,success,success,success,success,38,10,6,30,38,10,7,30,5428832,405181,1394599,1186746,486176,4730,49306,13879,5915008,409911,1443905,1200625,98304,32780,65540,50521,12724.139,190.817,1538.045,506.589,1569,38169,48377,22389,0,36564,46763,20775,,,,,
sympy__sympy-15059,sympy/sympy,sympy__sympy-15609,sympy__sympy-15059,e53e809176de9aa0fb62e85689f8cdb669d4cacb,True,0,0,0,0,no_patch,unresolved,unresolved,unresolved,No patch,,,,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1639,3511,2290,0,33,60,49,0,0,3,0,0,2,2,2,0,0,0,0,success_empty_patch,success,success,success,57,0,0,0,60,99,103,204,1033348,2831120,3699131,5250884,88892,18593,45918,213310,1122240,2849713,3745049,5464194,65538,39030,49679,65539,2738.237,1304.379,1837.389,6327.582,1487,24169,30374,16182,0,22646,28842,14650,normal_no_edit,,,,
sympy__sympy-16342,sympy/sympy,sympy__sympy-16988,sympy__sympy-16342,215b9ee31f3aa5eb31826c904674cb2ff37617ff,True,0,0,0,0,no_patch,patch_failed,patch_failed,unresolved,No patch,Patch failed,Patch failed,,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,4948,1985,5907,0,42,10,64,0,19,3,11,0,2,2,3,0,0,0,124,success_empty_patch,success,success,openhands_failed,11,86,46,62,12,92,54,73,199281,4157169,2023294,0,47696,233017,506798,0,246977,4390186,2530092,0,65538,98304,98304,0,2087.57,6964.523,13445.129,14410.004,2227,101420,124094,27593,0,99157,121822,25321,normal_no_edit,,,,
sympy__sympy-16689,sympy/sympy,sympy__sympy-16792,sympy__sympy-16689,09786a173e7a0a488f46dd6000177c23e5d24eed,True,1,1,0,1,resolved,resolved,unresolved,resolved,,,,,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2275,1023,1802,3436,30,8,43,28,1,1,0,4,2,1,1,1,0,0,0,0,success,success,success,success,34,17,10,58,35,17,11,59,872869,513112,331813,2436345,7399,4922,1755,18990,880268,518034,333568,2455335,38403,39017,35016,63080,328.789,211.504,491.332,1122.493,2130,29778,36970,22029,0,27612,34795,19854,,,,,
sympy__sympy-16946,sympy/sympy,sympy__sympy-16988,sympy__sympy-16946,99c6670e65207e879342cb5b1dd11cbffd5cb5ab,True,0,0,0,0,unresolved,unresolved,unresolved,no_patch,,,,No patch,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,7371,906,2201,0,146,8,40,0,2,0,2,0,2,1,1,0,0,0,0,0,success,success,success,success_empty_patch,71,41,53,23,69,43,55,21,1601746,2347751,1916471,476164,20135,63770,13277,4314,1621881,2411521,1929748,480478,37386,98304,64624,29676,800.724,1904.255,858.011,468.436,1900,101093,123767,27266,0,99157,121822,25321,,,,normal_no_edit,
